value,Kindness is a value we must keep.,valor,Bondade é um valor que devemos manter.,[sound:499_value.mp3]
international,English is an international language today.,internacional,O inglês é uma língua internacional hoje.,[sound:500_international.mp3]
building,The building is very tall.,prédio,O prédio é muito alto.,[sound:501_building.mp3]
action,He took action to help.,ação,Ele tomou uma ação para ajudar.,[sound:502_action.mp3]
full,My bag is full of books.,cheio,Minha bolsa está cheia de livros.,[sound:503_full.mp3]
model,She made a model of a house.,modelo,Ela fez um modelo de uma casa.,[sound:504_model.mp3]
to join,I want to join the team.,juntar-se,Eu quero me juntar ao time.,[sound:505_to_join.mp3]
season,Summer is my favorite season.,estação,O verão é minha estação favorita.,[sound:506_season.mp3]
society,We all live in a society.,sociedade,Todos nós vivemos em uma sociedade.,[sound:507_society.mp3]
because,I smiled because I was happy.,porque,Eu sorri porque estava feliz.,[sound:508_because.mp3]
tax,My dad pays tax every year.,imposto,Meu pai paga imposto todo ano.,[sound:509_tax.mp3]
director,The director made a great film.,diretor,O diretor fez um ótimo filme.,[sound:510_director.mp3]
early,She woke up early today.,cedo,Ela acordou cedo hoje.,[sound:511_early.mp3]
position,He plays in the front position.,posição,Ele joga na posição da frente.,[sound:512_position.mp3]
player,The player kicked the ball hard.,jogador,O jogador chutou a bola forte.,[sound:513_player.mp3]
to agree,I agree with your idea.,concordar,Eu concordo com a sua ideia.,[sound:514_to_agree.mp3]
especially,I love fruit; especially mangoes.,especialmente,Eu adoro frutas; especialmente mangas.,[sound:515_especially.mp3]
record,He broke the school record.,recorde,Ele quebrou o recorde da escola.,[sound:516_record.mp3]
to pick,Please pick a color you like.,escolher,Por favor; escolha uma cor que você goste.,[sound:517_to_pick.mp3]
to wear,I wear a hat in summer.,usar,Eu uso um chapéu no verão.,[sound:518_to_wear.mp3]
paper,She wrote on a piece of paper.,papel,Ela escreveu em um pedaço de papel.,[sound:519_paper.mp3]
special,Today is a very special day.,especial,Hoje é um dia muito especial.,[sound:520_special.mp3]
space,There is space for one more.,espaço,Há espaço para mais um.,[sound:521_space.mp3]
ground,The ball rolled on the ground.,chão,A bola rolou no chão.,[sound:522_ground.mp3]
form,Please fill out this form.,formulário,Por favor; preencha este formulário.,[sound:523_form.mp3]
to support,Friends support each other always.,apoiar,Amigos se apoiam sempre.,[sound:524_to_support.mp3]
event,The school event was so fun.,evento,O evento da escola foi muito divertido.,[sound:525_event.mp3]
official,The official rules are very clear.,oficial,As regras oficiais são muito claras.,[sound:526_official.mp3]
whose,Whose book is on the desk?,de quem,De quem é o livro na mesa?,[sound:527_whose.mp3]
matter,Water is a matter of life.,assunto,A água é um assunto de vida.,[sound:528_matter.mp3]
everyone,Everyone in class was very happy.,todos,Todos na sala estavam muito felizes.,[sound:529_everyone.mp3]
center,The park is in the center.,centro,O parque fica no centro.,[sound:530_center.mp3]
couple,A couple of kids played outside.,casal,Um casal de crianças brincou lá fora.,[sound:531_couple.mp3]
site,The site has great information.,site,O site tem ótimas informações.,[sound:532_site.mp3]
to end,The movie will end soon.,terminar,O filme vai terminar em breve.,[sound:533_to_end.mp3]
project,Our project is about animals.,projeto,Nosso projeto é sobre animais.,[sound:534_project.mp3]
to hit,Do not hit the table hard.,bater,Não bata na mesa com força.,[sound:535_to_hit.mp3]
to base,We base our work on facts.,basear,Nós baseamos nosso trabalho em fatos.,[sound:536_to_base.mp3]
activity,My favorite activity is painting.,atividade,Minha atividade favorita é pintar.,[sound:537_activity.mp3]
star,I saw a bright star last night.,estrela,Eu vi uma estrela brilhante ontem à noite.,[sound:538_star.mp3]
table,Put your books on the table.,mesa,Coloque seus livros na mesa.,[sound:539_table.mp3]
need,I need water after the race.,precisar,Eu preciso de água depois da corrida.,[sound:540_need.mp3]
court,The players ran on the court.,quadra,Os jogadores correram na quadra.,[sound:541_court.mp3]
to produce,Farms produce fresh food daily.,produzir,As fazendas produzem comida fresca diariamente.,[sound:542_to_produce.mp3]
to eat,I eat breakfast every morning.,comer,Eu como café da manhã toda manhã.,[sound:543_to_eat.mp3]
American,She loves American music a lot.,americano,Ela adora música americana muito.,[sound:544_american.mp3]
to teach,My teacher loves to teach us.,ensinar,Minha professora adora nos ensinar.,[sound:545_to_teach.mp3]
oil,Add a little oil to cook.,óleo,Adicione um pouco de óleo para cozinhar.,[sound:546_oil.mp3]
half,I ate half of my sandwich.,metade,Eu comi a metade do meu sanduíche.,[sound:547_half.mp3]
situation,It was a difficult situation for us.,situação,Foi uma situação difícil para nós.,[sound:548_situation.mp3]
easy,This exercise is easy for me.,fácil,Este exercício é fácil para mim.,[sound:549_easy.mp3]
cost,The book did not cost much.,custo,O livro não teve muito custo.,[sound:550_cost.mp3]
industry,The car industry makes many vehicles.,indústria,A indústria de carros fabrica muitos veículos.,[sound:551_industry.mp3]
figure,She drew a figure on the paper.,figura,Ela desenhou uma figura no papel.,[sound:552_figure.mp3]
to face,He had to face a big problem.,enfrentar,Ele teve que enfrentar um grande problema.,[sound:553_to_face.mp3]
street,The children play on the street.,rua,As crianças brincam na rua.,[sound:554_street.mp3]
image,The image on the screen is clear.,imagem,A imagem na tela é clara.,[sound:555_image.mp3]
itself,The cat cleaned itself after eating.,si mesmo,O gato se limpou depois de comer.,[sound:556_itself.mp3]
phone,She called her mom on the phone.,telefone,Ela ligou para a mãe no telefone.,[sound:557_phone.mp3]
either,You can take either the red or blue pen.,qualquer um,Você pode pegar qualquer uma das canetas.,[sound:558_either.mp3]
data,The scientist collected data for the study.,dados,O cientista coletou dados para o estudo.,[sound:559_data.mp3]
to cover,Please cover the pot with a lid.,cobrir,Por favor cubra a panela com uma tampa.,[sound:560_to_cover.mp3]
quite,The test was quite easy today.,bastante,A prova foi bastante fácil hoje.,[sound:561_quite.mp3]
picture,He drew a picture of his family.,desenho,Ele fez um desenho da sua família.,[sound:562_picture.mp3]
clear,The water in the lake is very clear.,claro,A água do lago é muito clara.,[sound:563_clear.mp3]
practice,She needs more practice on the piano.,prática,Ela precisa de mais prática no piano.,[sound:564_practice.mp3]
piece,Can I have a piece of cake?,pedaço,Posso pegar um pedaço de bolo?,[sound:565_piece.mp3]
land,The farmer worked on his land.,terra,O fazendeiro trabalhou em sua terra.,[sound:566_land.mp3]
recent,Did you see the recent news?,recente,Você viu as notícias recentes?,[sound:567_recent.mp3]
to describe,Can you describe your house?,descrever,Você pode descrever a sua casa?,[sound:568_to_describe.mp3]
product,This product is made in Brazil.,produto,Este produto é feito no Brasil.,[sound:569_product.mp3]
doctor,The doctor checked the sick child.,médico,O médico examinou a criança doente.,[sound:570_doctor.mp3]
wall,He painted the wall yellow.,parede,Ele pintou a parede de amarelo.,[sound:571_wall.mp3]
patient,The patient waited to see the doctor.,paciente,O paciente esperou para ver o médico.,[sound:572_patient.mp3]
worker,The worker carried heavy boxes all day.,trabalhador,O trabalhador carregou caixas pesadas o dia todo.,[sound:573_worker.mp3]
news,She watched the news with her parents.,notícias,Ela assistiu às notícias com seus pais.,[sound:574_news.mp3]
test,He studied hard for the test.,prova,Ele estudou muito para a prova.,[sound:575_test.mp3]
movie,We watched a funny movie last night.,filme,Nós assistimos a um filme engraçado ontem à noite.,[sound:576_movie.mp3]
certain,I am certain that she is right.,certo,Eu tenho certeza de que ela está certa.,[sound:577_certain.mp3]
north,They traveled north to find snow.,norte,Eles viajaram para o norte para ver neve.,[sound:578_north.mp3]
love,I love spending time with my family.,amor,Eu amo passar tempo com minha família.,[sound:579_love.mp3]
personal,Keep your personal things in your bag.,pessoal,Guarde suas coisas pessoais na sua mochila.,[sound:580_personal.mp3]
open,Please open the window; it is hot.,abrir,Por favor abra a janela; está quente.,[sound:581_open.mp3]
support,Friends support each other in hard times.,apoio,Amigos se dão apoio em momentos difíceis.,[sound:582_support.mp3]
simply,She simply smiled and walked away.,simplesmente,Ela simplesmente sorriu e foi embora.,[sound:583_simply.mp3]
third,She finished in third place in the race.,terceiro,Ela terminou em terceiro lugar na corrida.,[sound:584_third.mp3]
technology,New technology helps us learn faster.,tecnologia,A nova tecnologia nos ajuda a aprender mais rápido.,[sound:585_technology.mp3]
to catch,He tried to catch the ball.,pegar,Ele tentou pegar a bola.,[sound:586_to_catch.mp3]
step,Take one step forward please.,passo,Dê um passo à frente por favor.,[sound:587_step.mp3]
baby,The baby smiled at her mother.,bebê,O bebê sorriu para a sua mãe.,[sound:588_baby.mp3]
computer,She uses a computer to do homework.,computador,Ela usa um computador para fazer a lição de casa.,[sound:589_computer.mp3]
type,What type of music do you like?,tipo,Que tipo de música você gosta?,[sound:590_type.mp3]
attention,Please pay attention to the teacher.,atenção,Por favor preste atenção ao professor.,[sound:591_attention.mp3]
to draw,She loves to draw animals in class.,desenhar,Ela adora desenhar animais na aula.,[sound:592_to_draw.mp3]
film,We watched a great film at school.,filme,Nós assistimos a um ótimo filme na escola.,[sound:593_film.mp3]
Republican,The Republican senator spoke on television.,republicano,O senador republicano falou na televisão.,[sound:594_republican.mp3]
tree,The kids climbed the big tree.,árvore,As crianças subiram na grande árvore.,[sound:595_tree.mp3]
source,The sun is a source of light.,fonte,O sol é uma fonte de luz.,[sound:596_source.mp3]
red,She wore a red dress to the party.,vermelho,Ela usou um vestido vermelho na festa.,[sound:597_red.mp3]
nearly,He nearly missed the school bus.,quase,Ele quase perdeu o ônibus escolar.,[sound:598_nearly.mp3]
organization,She joined a local organization to help animals.,organização,Ela entrou em uma organização local para ajudar animais.,[sound:599_organization.mp3]
to choose,You can choose any book you like.,escolher,Você pode escolher qualquer livro que quiser.,[sound:600_to_choose.mp3]
to cause,Pollution can cause many problems.,causar,A poluição pode causar muitos problemas.,[sound:601_to_cause.mp3]
hair,She has long and beautiful hair.,cabelo,Ela tem um cabelo longo e bonito.,[sound:602_hair.mp3]
look,Take a look at this picture.,olhar,Dê uma olhada nessa foto.,[sound:603_look.mp3]
to point,He used a stick to point at the map.,apontar,Ele usou um graveto para apontar o mapa.,[sound:604_to_point.mp3]
century,This building is one century old.,século,Este prédio tem um século de idade.,[sound:605_century.mp3]
evidence,The police found evidence at the scene.,evidência,A polícia encontrou evidência no local.,[sound:606_evidence.mp3]
window,Please open the window; it is hot.,janela,Por favor abra a janela; está quente.,[sound:607_window.mp3]
difficult,This math problem is very difficult.,difícil,Este problema de matemática é muito difícil.,[sound:608_difficult.mp3]
to listen,You should listen to your teacher.,ouvir,Você deve ouvir o seu professor.,[sound:609_to_listen.mp3]
soon,We will eat dinner very soon.,logo,Nós vamos jantar muito logo.,[sound:610_soon.mp3]
culture,Brazil has a very rich culture.,cultura,O Brasil tem uma cultura muito rica.,[sound:611_culture.mp3]
billion,There are eight billion people on Earth.,bilhão,Há oito bilhões de pessoas na Terra.,[sound:612_billion.mp3]
chance,Give me one chance to explain.,chance,Me dê uma chance de explicar.,[sound:613_chance.mp3]
brother,My brother plays soccer every day.,irmão,Meu irmão joga futebol todos os dias.,[sound:614_brother.mp3]
energy,The sun gives us light and energy.,energia,O sol nos dá luz e energia.,[sound:615_energy.mp3]
period,We have a free period after lunch.,período,Temos um período livre depois do almoço.,[sound:616_period.mp3]
course,This is my favorite course at school.,curso,Este é meu curso favorito na escola.,[sound:617_course.mp3]
summer,We swim at the beach in summer.,verão,Nós nadamos na praia no verão.,[sound:618_summer.mp3]
less,Eat less sugar to stay healthy.,menos,Coma menos açúcar para ficar saudável.,[sound:619_less.mp3]
to realize,I did not realize it was so late.,perceber,Eu não percebi que era tão tarde.,[sound:620_to_realize.mp3]
hundred,There are one hundred students here.,cem,Há cem alunos aqui.,[sound:621_hundred.mp3]
available,The book is available at the library.,disponível,O livro está disponível na biblioteca.,[sound:622_available.mp3]
plant,Water this plant every day.,planta,Regue esta planta todos os dias.,[sound:623_plant.mp3]
likely,It is likely to rain today.,provável,É provável que chova hoje.,[sound:624_likely.mp3]
opportunity,This is a great opportunity to learn.,oportunidade,Esta é uma grande oportunidade de aprender.,[sound:625_opportunity.mp3]
term,We start a new term next week.,período,Começamos um novo período na próxima semana.,[sound:626_term.mp3]
short,The short boy sat in front.,baixo,O menino baixo sentou na frente.,[sound:627_short.mp3]
letter,She wrote a letter to her friend.,carta,Ela escreveu uma carta para sua amiga.,[sound:628_letter.mp3]
condition,The road is in bad condition.,condição,A estrada está em má condição.,[sound:629_condition.mp3]
choice,You have to make a good choice.,escolha,Você tem que fazer uma boa escolha.,[sound:630_choice.mp3]
to place,Please place your bag on the table.,colocar,Por favor coloque sua mochila na mesa.,[sound:631_to_place.mp3]
single,There is not a single cloud today.,único,Não há uma única nuvem hoje.,[sound:632_single.mp3]
rule,There is one rule: be kind.,regra,Há uma regra: seja gentil.,[sound:633_rule.mp3]
daughter,Her daughter loves to read books.,filha,A filha dela adora ler livros.,[sound:634_daughter.mp3]
administration,The school administration solved the problem.,administração,A administração da escola resolveu o problema.,[sound:635_administration.mp3]
south,They traveled to the south of Brazil.,sul,Eles viajaram para o sul do Brasil.,[sound:636_south.mp3]
husband,Her husband cooks dinner every night.,marido,O marido dela cozinha o jantar toda noite.,[sound:637_husband.mp3]
Congress,Congress makes the laws of the country.,Congresso,O Congresso faz as leis do país.,[sound:638_congress.mp3]
floor,The cat is sleeping on the floor.,chão,O gato está dormindo no chão.,[sound:639_floor.mp3]
campaign,The campaign raised money for the school.,campanha,A campanha arrecadou dinheiro para a escola.,[sound:640_campaign.mp3]
material,Cotton is a soft and light material.,material,O algodão é um material macio e leve.,[sound:641_material.mp3]
population,The population of Brazil is very large.,população,A população do Brasil é muito grande.,[sound:642_population.mp3]
well,She speaks English very well.,bem,Ela fala inglês muito bem.,[sound:643_well.mp3]
call,Mom will call us for dinner soon.,chamar,Mamãe vai nos chamar para jantar logo.,[sound:644_call.mp3]
economy,A strong economy helps all people.,economia,Uma economia forte ajuda todas as pessoas.,[sound:645_economy.mp3]
medical,He needs medical help right now.,médico,Ele precisa de ajuda médica agora.,[sound:646_medical.mp3]
hospital,The doctor works at the hospital.,hospital,O médico trabalha no hospital.,[sound:647_hospital.mp3]
church,The old church is near the park.,igreja,A velha igreja fica perto do parque.,[sound:648_church.mp3]
to close,Please close the door when you leave.,fechar,Por favor feche a porta ao sair.,[sound:649_to_close.mp3]
thousand,A thousand people came to the show.,mil,Mil pessoas vieram ao show.,[sound:650_thousand.mp3]
risk,Taking a risk can be dangerous.,risco,Correr um risco pode ser perigoso.,[sound:651_risk.mp3]
current,The current situation is very complex.,atual,A situação atual é muito complexa.,[sound:652_current.mp3]
fire,The fire destroyed the old house.,fogo,O fogo destruiu a casa velha.,[sound:653_fire.mp3]
future,I think about my future every day.,futuro,Eu penso no meu futuro todo dia.,[sound:654_future.mp3]
wrong,That answer is completely wrong.,errado,Essa resposta está completamente errada.,[sound:655_wrong.mp3]
to involve,Try not to involve your friends in trouble.,envolver,Tente não envolver seus amigos em problemas.,[sound:656_to_involve.mp3]
defense,The team played great defense today.,defesa,O time jogou uma ótima defesa hoje.,[sound:657_defense.mp3]
anyone,Can anyone help me with this?,alguém,Alguém pode me ajudar com isso?,[sound:658_anyone.mp3]
to increase,We need to increase our study time.,aumentar,Precisamos aumentar nosso tempo de estudo.,[sound:659_to_increase.mp3]
security,The school has good security cameras.,segurança,A escola tem boas câmeras de segurança.,[sound:660_security.mp3]
bank,My mom keeps money in the bank.,banco,Minha mãe guarda dinheiro no banco.,[sound:661_bank.mp3]
myself,I made this drawing by myself.,eu mesmo,Eu fiz esse desenho eu mesmo.,[sound:662_myself.mp3]
certainly,I will certainly finish my homework.,certamente,Eu certamente vou terminar minha lição.,[sound:663_certainly.mp3]
west,The sun sets in the west.,oeste,O sol se põe no oeste.,[sound:664_west.mp3]
sport,My favorite sport is football.,esporte,Meu esporte favorito é o futebol.,[sound:665_sport.mp3]
board,Write your name on the board.,quadro,Escreva seu nome no quadro.,[sound:666_board.mp3]
to seek,I seek new adventures every summer.,buscar,Eu busco novas aventuras todo verão.,[sound:667_to_seek.mp3]
per,We walk five miles per day.,por,Nós andamos cinco quilômetros por dia.,[sound:668_per.mp3]
subject,Math is my hardest subject.,matéria,Matemática é minha matéria mais difícil.,[sound:669_subject.mp3]
officer,The officer helped the lost child.,oficial,O oficial ajudou a criança perdida.,[sound:670_officer.mp3]
private,This is my private journal.,privado,Este é meu diário privado.,[sound:671_private.mp3]
rest,You need to rest after school.,descansar,Você precisa descansar depois da escola.,[sound:672_rest.mp3]
behavior,Good behavior is important in class.,comportamento,Bom comportamento é importante na aula.,[sound:673_behavior.mp3]
to deal,It is hard to deal with problems.,lidar,É difícil lidar com problemas.,[sound:674_to_deal.mp3]
performance,Her performance in the play was amazing.,desempenho,O desempenho dela na peça foi incrível.,[sound:675_performance.mp3]
to fight,We should never fight at school.,brigar,Nunca devemos brigar na escola.,[sound:676_to_fight.mp3]
to throw,Can you throw me the ball?,jogar,Você pode me jogar a bola?,[sound:677_to_throw.mp3]
top,Put the book on top of the desk.,topo,Coloque o livro no topo da mesa.,[sound:678_top.mp3]
quickly,Please come here quickly.,rapidamente,Por favor venha aqui rapidamente.,[sound:679_quickly.mp3]
past,Walk past the school to the park.,passar,Passe pela escola até o parque.,[sound:680_past.mp3]
goal,My goal is to learn English well.,objetivo,Meu objetivo é aprender inglês bem.,[sound:681_goal.mp3]
second,I finished in second place.,segundo,Eu terminei em segundo lugar.,[sound:682_second.mp3]
bed,I go to bed at nine.,cama,Eu vou para a cama às nove.,[sound:683_bed.mp3]
order,Please keep your room in order.,ordem,Por favor mantenha seu quarto em ordem.,[sound:684_order.mp3]
author,My favorite author writes adventure books.,autor,Meu autor favorito escreve livros de aventura.,[sound:685_author.mp3]
to fill,Fill the glass with water please.,encher,Encha o copo com água por favor.,[sound:686_to_fill.mp3]
to represent,She will represent our school in the contest.,representar,Ela vai representar nossa escola no concurso.,[sound:687_to_represent.mp3]
to focus,Try to focus during the lesson.,focar,Tente focar durante a aula.,[sound:688_to_focus.mp3]
foreign,I want to learn a foreign language.,estrangeiro,Eu quero aprender um idioma estrangeiro.,[sound:689_foreign.mp3]
to drop,Don't drop your lunch on the floor.,deixar cair,Não deixe seu almoço cair no chão.,[sound:690_to_drop.mp3]
to plan,Let's plan our trip together.,planejar,Vamos planejar nossa viagem juntos.,[sound:691_to_plan.mp3]
blood,The nurse checked my blood pressure.,sangue,A enfermeira verificou minha pressão de sangue.,[sound:692_blood.mp3]
upon,Once upon a time there was a dragon.,sobre,Era uma vez um dragão sobre a montanha.,[sound:693_upon.mp3]
agency,The travel agency helped us plan the trip.,agência,A agência de viagens nos ajudou a planejar.,[sound:694_agency.mp3]
to push,Don't push other kids at school.,empurrar,Não empurre outras crianças na escola.,[sound:695_to_push.mp3]
nature,I love walking in nature.,natureza,Eu adoro caminhar na natureza.,[sound:696_nature.mp3]
color,My favorite color is blue.,cor,Minha cor favorita é azul.,[sound:697_color.mp3]
no,There is no milk in the fridge.,não,Não há leite na geladeira.,[sound:698_no.mp3]
recently,I recently learned how to swim.,recentemente,Eu aprendi a nadar recentemente.,[sound:699_recently.mp3]
store,Let's go to the store after school.,loja,Vamos à loja depois da escola.,[sound:700_store.mp3]
to reduce,We need to reduce the noise.,reduzir,Precisamos reduzir o barulho.,[sound:701_to_reduce.mp3]
sound,I heard a loud sound outside.,som,Ouvi um som alto lá fora.,[sound:702_sound.mp3]
to note,Please note the date on the board.,anotar,Por favor anote a data no quadro.,[sound:703_to_note.mp3]
fine,The weather is fine today.,ótimo,O tempo está ótimo hoje.,[sound:704_fine.mp3]
before,Wash your hands before eating.,antes,Lave as mãos antes de comer.,[sound:705_before.mp3]
near,The school is near my house.,perto,A escola fica perto da minha casa.,[sound:706_near.mp3]
movement,The dancer made a slow movement.,movimento,A dançarina fez um movimento lento.,[sound:707_movement.mp3]
page,Open your book to page ten.,página,Abra seu livro na página dez.,[sound:708_page.mp3]
to enter,Please enter the room quietly.,entrar,Por favor entre na sala silenciosamente.,[sound:709_to_enter.mp3]
to share,Let us share the cookies equally.,compartilhar,Vamos compartilhar os biscoitos igualmente.,[sound:710_to_share.mp3]
than,She is taller than her brother.,do que,Ela é mais alta do que seu irmão.,[sound:711_than.mp3]
common,Dogs are a common pet.,comum,Cães são um animal de estimação comum.,[sound:712_common.mp3]
poor,The poor kitten was lost outside.,pobre,O pobre gatinho estava perdido lá fora.,[sound:713_poor.mp3]
other,Please choose the other color.,outro,Por favor escolha a outra cor.,[sound:714_other.mp3]
natural,Honey is a natural food.,natural,O mel é um alimento natural.,[sound:715_natural.mp3]
race,The children ran a fun race.,corrida,As crianças fizeram uma corrida divertida.,[sound:716_race.mp3]
concern,Her concern was about the test.,preocupação,A preocupação dela era com a prova.,[sound:717_concern.mp3]
series,I watched a series of videos.,série,Eu assisti uma série de vídeos.,[sound:718_series.mp3]
significant,She made a significant improvement.,significativo,Ela teve uma melhora significativa.,[sound:719_significant.mp3]
similar,My bag is similar to yours.,similar,Minha bolsa é similar à sua.,[sound:720_similar.mp3]
hot,The soup is very hot today.,quente,A sopa está muito quente hoje.,[sound:721_hot.mp3]
language,English is a useful language.,idioma,O inglês é um idioma útil.,[sound:722_language.mp3]
each,Each student has a notebook.,cada,Cada aluno tem um caderno.,[sound:723_each.mp3]
usually,I usually wake up at seven.,geralmente,Eu geralmente acordo às sete.,[sound:724_usually.mp3]
response,His response to the question was correct.,resposta,A resposta dele à pergunta estava correta.,[sound:725_response.mp3]
dead,The dead leaves fell to the ground.,morto,As folhas mortas caíram no chão.,[sound:726_dead.mp3]
to rise,The sun will rise at six.,nascer,O sol vai nascer às seis.,[sound:727_to_rise.mp3]
animal,The dog is a friendly animal.,animal,O cachorro é um animal amigável.,[sound:728_animal.mp3]
factor,Sleep is an important factor for health.,fator,O sono é um fator importante para a saúde.,[sound:729_factor.mp3]
decade,A decade has ten years.,década,Uma década tem dez anos.,[sound:730_decade.mp3]
article,I read an article about dolphins.,artigo,Eu li um artigo sobre golfinhos.,[sound:731_article.mp3]
to shoot,He wants to shoot the basketball.,arremessar,Ele quer arremessar a bola de basquete.,[sound:732_to_shoot.mp3]
east,The sun rises in the east.,leste,O sol nasce no leste.,[sound:733_east.mp3]
to save,We must save water every day.,economizar,Devemos economizar água todos os dias.,[sound:734_to_save.mp3]
seven,I have seven colored pencils.,sete,Eu tenho sete lápis coloridos.,[sound:735_seven.mp3]
artist,The artist painted a beautiful picture.,artista,O artista pintou um quadro bonito.,[sound:736_artist.mp3]
away,The bird flew away quickly.,embora,O pássaro voou embora rapidamente.,[sound:737_away.mp3]
scene,The last scene of the film was sad.,cena,A última cena do filme era triste.,[sound:738_scene.mp3]
stock,The store has a large stock of books.,estoque,A loja tem um grande estoque de livros.,[sound:739_stock.mp3]
career,She wants a career in music.,carreira,Ela quer uma carreira na música.,[sound:740_career.mp3]
despite,He smiled despite feeling tired.,apesar de,Ele sorriu apesar de estar cansado.,[sound:741_despite.mp3]
central,The park is in the central area.,central,O parque fica na área central.,[sound:742_central.mp3]
eight,I have eight crayons in my box.,oito,Eu tenho oito giz de cera na minha caixa.,[sound:743_eight.mp3]
thus,She studied hard; thus she passed.,portanto,Ela estudou muito; portanto ela passou.,[sound:744_thus.mp3]
treatment,The doctor gave a good treatment.,tratamento,O médico deu um bom tratamento.,[sound:745_treatment.mp3]
beyond,The forest is beyond the river.,além,A floresta fica além do rio.,[sound:746_beyond.mp3]
happy,I am happy to see you.,feliz,Estou feliz em te ver.,[sound:747_happy.mp3]
exactly,That is exactly the right answer.,exatamente,Essa é exatamente a resposta certa.,[sound:748_exactly.mp3]
to protect,We must protect the environment.,proteger,Devemos proteger o meio ambiente.,[sound:749_to_protect.mp3]
approach,The cat took a slow approach.,aproximação,O gato fez uma aproximação lenta.,[sound:750_approach.mp3]
to lie,She likes to lie on the grass.,mentir/deitar,Ela gosta de deitar na grama.,[sound:751_to_lie.mp3]
size,What size are your shoes?,tamanho,Qual é o tamanho do seu sapato?,[sound:752_size.mp3]
dog,My dog is very friendly.,cachorro,Meu cachorro é muito amigável.,[sound:753_dog.mp3]
fund,The school has a fund for books.,fundo,A escola tem um fundo para livros.,[sound:754_fund.mp3]
serious,She has a serious look on her face.,sério,Ela tem um olhar sério no rosto.,[sound:755_serious.mp3]
to occur,Storms occur in the summer.,ocorrer,Tempestades ocorrem no verão.,[sound:756_to_occur.mp3]
media,The media shows news every day.,mídia,A mídia mostra notícias todo dia.,[sound:757_media.mp3]
ready,Are you ready for the test?,pronto,Você está pronto para a prova?,[sound:758_ready.mp3]
sign,I saw a sign on the door.,placa,Eu vi uma placa na porta.,[sound:759_sign.mp3]
thought,She had a good thought about it.,pensamento,Ela teve um bom pensamento sobre isso.,[sound:760_thought.mp3]
list,Write a list of your friends.,lista,Escreva uma lista dos seus amigos.,[sound:761_list.mp3]
individual,Each individual has a different name.,indivíduo,Cada indivíduo tem um nome diferente.,[sound:762_individual.mp3]
simple,This exercise is very simple.,simples,Este exercício é muito simples.,[sound:763_simple.mp3]
quality,This book is of great quality.,qualidade,Este livro é de ótima qualidade.,[sound:764_quality.mp3]
pressure,He felt pressure before the test.,pressão,Ele sentiu pressão antes da prova.,[sound:765_pressure.mp3]
to accept,She will accept the gift happily.,aceitar,Ela vai aceitar o presente com alegria.,[sound:766_to_accept.mp3]
answer,Please answer the question now.,resposta,Por favor responda a pergunta agora.,[sound:767_answer.mp3]
hard,Math can be very hard sometimes.,difícil,Matemática pode ser muito difícil às vezes.,[sound:768_hard.mp3]
resource,Water is an important resource.,recurso,A água é um recurso importante.,[sound:769_resource.mp3]
to identify,Can you identify the animal?,identificar,Você consegue identificar o animal?,[sound:770_to_identify.mp3]
left,Turn left at the school.,esquerda,Vire à esquerda na escola.,[sound:771_left.mp3]
meeting,We have a meeting after class.,reunião,Temos uma reunião depois da aula.,[sound:772_meeting.mp3]
to determine,We need to determine the answer.,determinar,Precisamos determinar a resposta.,[sound:773_to_determine.mp3]
to prepare,Let us prepare for the trip.,preparar,Vamos nos preparar para a viagem.,[sound:774_to_prepare.mp3]
disease,This disease spreads very quickly.,doença,Esta doença se espalha muito rápido.,[sound:775_disease.mp3]
whatever,Do whatever makes you happy.,qualquer coisa,Faça qualquer coisa que te deixe feliz.,[sound:776_whatever.mp3]
success,Hard work leads to success.,sucesso,O trabalho duro leva ao sucesso.,[sound:777_success.mp3]
to argue,They argue about the game often.,discutir,Eles discutem sobre o jogo com frequência.,[sound:778_to_argue.mp3]
cup,She drank a cup of tea.,xícara,Ela tomou uma xícara de chá.,[sound:779_cup.mp3]
particularly,I particularly like chocolate cake.,particularmente,Eu particularmente gosto de bolo de chocolate.,[sound:780_particularly.mp3]
amount,A large amount of rain fell.,quantidade,Uma grande quantidade de chuva caiu.,[sound:781_amount.mp3]
ability,She has the ability to sing.,habilidade,Ela tem a habilidade de cantar.,[sound:782_ability.mp3]
staff,The staff at the school is kind.,equipe,A equipe da escola é gentil.,[sound:783_staff.mp3]
to recognize,I can recognize my friend anywhere.,reconhecer,Eu consigo reconhecer minha amiga em qualquer lugar.,[sound:784_to_recognize.mp3]
to indicate,The arrow can indicate the way.,indicar,A seta pode indicar o caminho.,[sound:785_to_indicate.mp3]
character,The main character is very brave.,personagem,O personagem principal é muito corajoso.,[sound:786_character.mp3]
growth,Plants need water for growth.,crescimento,As plantas precisam de água para o crescimento.,[sound:787_growth.mp3]
loss,The loss of the game was sad.,perda,A perda do jogo foi triste.,[sound:788_loss.mp3]
degree,It is thirty degrees outside today.,grau,Está trinta graus lá fora hoje.,[sound:789_degree.mp3]
to wonder,I wonder what is for lunch.,se perguntar,Eu me pergunto o que tem no almoço.,[sound:790_to_wonder.mp3]
attack,The dog did not attack anyone.,atacar,O cachorro não atacou ninguém.,[sound:791_attack.mp3]
herself,She made the cake herself.,ela mesma,Ela mesma fez o bolo.,[sound:792_herself.mp3]
