"knowledge"|"She has a deep knowledge of history."|"A woman standing confidently beside tall stacks of history books with a glowing brain, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"known"|"He is known for his honesty."|"A smiling man shaking hands with many people who all give him thumbs up, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"Korean"|"She is learning Korean food recipes."|"A woman reading a recipe book with Korean dishes and ingredients spread on a table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lab"|"The students ran tests in the lab."|"Students in goggles and lab coats running experiments at a table full of colorful flasks, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"label"|"Check the label before you wash it."|"A person holding up a shirt and reading the small label tag on the inside collar, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"labor"|"Building the bridge required months of labor."|"Workers in hard hats lifting beams and hammering bolts on a large bridge under construction, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"laboratory"|"Scientists work long hours in the laboratory."|"Two scientists in white coats examining glowing test tubes inside a bright laboratory at night, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lack"|"The project failed due to a lack of funding."|"A wilting project poster on a wall next to an empty piggy bank with no coins, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ladder"|"He climbed the ladder to reach the roof."|"A man climbing a tall wooden ladder leaning against the side of a house toward the roof, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lady"|"A kind lady helped me find the exit."|"A smiling woman pointing toward an exit sign while a grateful person stands beside her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lake"|"We went swimming in the lake."|"Two children splashing and swimming happily in a calm blue lake surrounded by green trees, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lamp"|"Turn off the lamp before you sleep."|"A child reaching to switch off a glowing bedside lamp while lying in a cozy bed, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"land"|"The plane is about to land."|"A passenger airplane descending toward a runway with wheels down and airport buildings below, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"landing"|"The plane made a smooth landing."|"A large airplane touching down smoothly on a runway with a clear blue sky, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"landmark"|"The Statue of Liberty is a famous landmark."|"The Statue of Liberty standing tall on its island with tourists looking up at it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"landscape"|"The mountain landscape was breathtaking."|"A wide view of tall green mountains with snowy peaks under a bright blue sky, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lane"|"Stay in your lane on the highway."|"A car driving inside a marked lane on a wide highway with dashed lines visible, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"language"|"She speaks three languages fluently."|"A smiling woman with three speech bubbles showing different country flags around her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lap"|"The cat curled up on her lap."|"A woman sitting on a couch with a fluffy cat curled up sleeping on her lap, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"large"|"They live in a large house."|"A family standing in front of a very large two-story house with a big yard, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"largely"|"The project was largely successful."|"A team of smiling people celebrating in front of a presentation board showing a completed project, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"laser"|"The doctor used a laser to remove the scar."|"A doctor pointing a glowing laser beam at a patient's arm in a medical clinic, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"last"|"December is the last month of the year."|"A calendar showing December highlighted at the very end of a twelve-month year, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"last"|"She arrived last at the party."|"A woman walking through a party door while everyone else is already inside celebrating, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"late"|"He was late for the meeting."|"A man running with a briefcase toward a conference room where people wait inside, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"late"|"She arrived late to class."|"A girl rushing through a classroom door while the teacher and students are already seated, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lately"|"I haven't been sleeping well lately."|"A person lying awake in bed at night staring at the ceiling with tired eyes, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"later"|"I'll call you later."|"A person holding a phone and waving goodbye with a clock showing a later hour nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"later"|"We can discuss this at a later time."|"Two people at a table pointing to a future date on a wall calendar together, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"Latin"|"She studied Latin American history in college."|"A young woman reading a book with a map of Latin America on the cover in a library, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"latter"|"I prefer the latter option."|"A person pointing to the second of two options written on a chalkboard choosing it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"laugh"|"His laugh filled the whole room."|"A boy laughing loudly with his mouth wide open while people around him smile, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"laughter"|"Laughter is the best medicine."|"A group of people laughing together with a bright glowing heart above them all, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"launch"|"The product launch was a huge success."|"A crowd of excited people at a stage where a new product is being unveiled with confetti, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"laundry"|"I need to do the laundry today."|"A person loading a pile of dirty clothes into a washing machine in a laundry room, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"law"|"There's a law against texting while driving."|"A driver holding a phone with a big red X sign and a police officer watching nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lawmaker"|"The lawmaker proposed a new bill."|"A suited person standing at a podium holding up a document labeled bill in a grand hall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lawn"|"He mows the lawn every Saturday."|"A man pushing a red lawnmower across a green grassy yard on a sunny Saturday, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lawsuit"|"She filed a lawsuit against the company."|"A woman handing legal papers to a judge inside a courtroom with a company logo visible, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lawyer"|"I need to talk to a lawyer."|"A person sitting across a desk from a lawyer in a suit surrounded by law books, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"layer"|"Add another layer of cheese on top."|"A hand sprinkling a thick layer of melted cheese over a dish already covered in cheese, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lead"|"She took the lead in the project."|"A confident woman standing at the front of a team pointing at a project plan on a board, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leader"|"She is a strong leader."|"A tall confident woman standing in front of a group of people following her forward, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leadership"|"Good leadership can change a company."|"A confident leader standing at the front of a group of workers in an office, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leading"|"He is one of the leading scientists in the field."|"A scientist in a lab coat standing at the front of a group of researchers holding trophies, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leaf"|"A red leaf fell from the tree."|"A single bright red leaf falling from a tall tree toward the ground, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"league"|"His team won the league this year."|"A soccer team holding a large trophy on a field with a league banner above them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"learning"|"Learning a new skill takes time."|"A child sitting at a desk concentrating while practicing writing or drawing step by step, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"least"|"I like this one the least."|"A child frowning and pointing at one toy while smiling at two others on a shelf, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leather"|"His leather jacket looks great."|"A smiling man wearing a shiny brown leather jacket standing proudly, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leave"|"How many days of leave do you have left?"|"A worker at a desk looking at a calendar counting remaining vacation days marked on it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lecture"|"The professor gave a long lecture."|"A professor standing at a chalkboard speaking to a full classroom of attentive students, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"left"|"Turn at the next left corner."|"A person driving a car turning left at a street corner with an arrow sign, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"leg"|"He broke his leg playing soccer."|"A boy sitting on a soccer field holding his injured leg with a cast on it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legacy"|"Her legacy will be remembered for years."|"A statue of a woman in a town square with people gathered around looking up admiringly, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legal"|"Is it legal to park here?"|"A driver standing beside a parked car looking at a parking sign with a question mark, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legally"|"You are legally required to wear a seatbelt."|"A driver in a car buckling a seatbelt with a law book and checkmark visible nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legend"|"He became a legend in the sport."|"A celebrated athlete on a podium surrounded by cheering fans holding a golden trophy, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legislation"|"New legislation was passed last week."|"Politicians in a chamber raising hands to vote on a large official document on a podium, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legislative"|"The legislative process can be slow."|"A long winding road leading to a government building with many steps and hurdles along the way, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legislator"|"The legislator voted against the bill."|"A suited legislator at a voting desk pressing a red no button in a parliament chamber, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legislature"|"The legislature meets every month."|"A group of officials sitting in a semicircle chamber around a central podium for a monthly meeting, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"legitimate"|"That's a legitimate concern."|"A person raising their hand at a meeting table while others nod in agreement around them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lemon"|"Can I have a slice of lemon in my water?"|"A hand dropping a bright yellow lemon slice into a clear glass of water, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"length"|"What's the length of the table?"|"A person holding a measuring tape along the full length of a long wooden table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lens"|"I cracked the lens on my glasses."|"A pair of eyeglasses lying on a table with a visible crack across one lens, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"less"|"I've been sleeping less lately."|"A tired person lying in bed with eyes open and a clock on the nightstand showing few hours slept, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"less"|"We have less time than I thought."|"Two people looking anxiously at a clock on the wall with very little time remaining on it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lesson"|"The piano lesson lasts one hour."|"A child sitting at a piano with a teacher beside them and a clock showing one hour on the wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"letter"|"She got a letter in the mail today."|"A smiling woman standing at her mailbox holding an envelope she just received, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"level"|"The water level is rising."|"A river with a marked gauge showing water rising higher and higher up the pole, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"level"|"Make sure the shelf is level before you screw it in."|"A person holding a spirit level tool against a wall shelf checking it is perfectly horizontal, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liability"|"The company denied any liability for the accident."|"A suited businessperson crossing their arms in front of a crashed car with a no sign overlay, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liberal"|"She has very liberal views on education."|"A smiling woman at a chalkboard surrounded by children learning freely in an open colorful classroom, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liberal"|"He's always been a liberal."|"A man holding a sign with a dove and rainbow at a peaceful outdoor rally with crowd, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liberty"|"Freedom of speech is a fundamental liberty."|"A person standing on a soapbox speaking to a crowd in an open sunny town square, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"library"|"I returned the books to the library."|"A child placing a stack of books on a library front desk with shelves behind, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"license"|"He lost his driver's license after the accident."|"A sad man holding a torn drivers license next to a dented car on a road, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lid"|"Can you put the lid back on the pot?"|"A child placing a round lid back onto a steaming pot on a kitchen stove, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lie"|"Everything he told her was a lie."|"A boy with a long Pinocchio nose talking to a surprised girl in a living room, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"life"|"She dedicated her life to helping others."|"A smiling woman surrounded by people she is helping in a warm sunny community setting, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lifestyle"|"Moving to the countryside changed his lifestyle completely."|"A man happily gardening outside a cozy rural cottage surrounded by green fields and animals, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lifetime"|"This is a once-in-a-lifetime opportunity."|"A person standing at a glowing golden door marked with a star and exclamation point, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"light"|"The light in this room is too dim."|"A person squinting in a dark living room under a very dim flickering ceiling lamp, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"light"|"This bag is surprisingly light."|"A child easily lifting a large bag with one finger and looking very surprised and happy, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"light"|"We arrived light on supplies."|"A group of hikers arriving at a campsite with nearly empty small backpacks looking worried, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lighting"|"The lighting at the restaurant was very romantic."|"A couple dining at a table under warm soft candle and fairy lights in a cozy restaurant, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lightly"|"She tapped him lightly on the shoulder."|"A smiling girl gently touching a boys shoulder with one finger outdoors on a sunny day, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lightning"|"We saw lightning in the distance."|"Two children watching bright lightning bolts striking a dark cloudy sky far on the horizon, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"like"|"She looks just like her mother."|"A girl and her mother standing side by side with identical faces and hair smiling, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"like"|"It feels like it's going to rain."|"A person looking up at dark heavy clouds while wind blows leaves across a street, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"like"|"They have like interests in music."|"Two friends sitting together happily listening to the same music with headphones and guitars nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"like"|"I never felt like this before."|"A person floating in the air with a dreamy surprised expression and stars swirling around, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"likelihood"|"There's a high likelihood of rain tomorrow."|"A weather forecast board showing dark clouds and heavy rain with a very high percentage displayed, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"likely"|"She's the most likely candidate for the job."|"A confident woman standing out among job applicants with a glowing star above her head, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"likely"|"He'll most likely be late."|"A man running down a street toward a clock showing he is already past the meeting time, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"likewise"|"She smiled, and he did likewise."|"A girl and a boy facing each other both wearing identical big smiles in a sunny park, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"limb"|"The surgeon had to remove the injured limb."|"A doctor in a hospital carefully examining a bandaged arm of a patient lying in bed, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"limit"|"There's a speed limit of 30 here."|"A round red and white speed limit sign showing 30 on a quiet neighborhood road, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"limitation"|"Everyone has their limitations."|"Several different people each standing before a wall they cannot climb representing personal obstacles, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"limited"|"We have a limited amount of time."|"A person staring at a large hourglass that is almost empty with a worried expression, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"line"|"There's a long line at the checkout."|"Many people standing in a long winding queue at a supermarket checkout counter, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"link"|"Is there a link between stress and illness?"|"A chain connecting two images one showing a stressed person and one showing a sick person in bed, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lion"|"A lion roared in the distance."|"A large lion standing on a rocky hill roaring loudly toward a vast open savanna, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lip"|"She bit her lip nervously."|"A girl with wide worried eyes gently biting her lower lip with her teeth, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liquid"|"Drink plenty of liquid when you're sick."|"A sick child in bed holding a tall glass of water and juice on a nightstand nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liquid"|"The chocolate became liquid in the heat."|"A chocolate bar melting into a brown liquid puddle under a bright hot sun, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"list"|"I made a shopping list before going to the store."|"A person holding a handwritten shopping list with items checked off at a grocery store, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"listener"|"She's a great listener."|"A girl leaning forward attentively with a warm smile while a friend talks to her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"literally"|"The whole city literally shut down during the storm."|"Empty city streets with closed shops and no people during a heavy rainstorm with dark clouds, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"literary"|"She has a deep literary knowledge."|"A woman surrounded by tall stacks of classic books reading carefully at a cozy desk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"literature"|"He studied English literature in college."|"A young man at a university desk reading a thick literature textbook surrounded by classic novels, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"little"|"There's very little food left in the fridge."|"An open refrigerator showing nearly empty shelves with only one small item inside, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"little"|"She speaks little English, but she's learning fast."|"A girl holding a small English phrase book while talking carefully with a happy expression, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"little"|"We have little time before the meeting starts."|"Two people rushing toward a conference room door while a wall clock shows almost no time left, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"live"|"The concert is live tonight."|"A band performing on a bright stage with a glowing live sign and cheering crowd, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"liver"|"The doctor said my liver is healthy."|"A smiling doctor pointing to a diagram of a healthy liver on a clinic wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"living"|"She makes a living as a freelance designer."|"A woman working happily at a computer with design sketches and a paycheck on her desk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"living"|"My living room is small but cozy."|"A small cozy living room with a sofa soft rug warm lamp and a few plants, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"load"|"That's a heavy load to carry by yourself."|"A person struggling to carry a huge heavy box alone on a sidewalk bending forward, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loan"|"He took out a loan to buy his first car."|"A man signing papers at a bank desk with a shiny new car visible through the window, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lobby"|"Let's meet in the hotel lobby at noon."|"Two friends waving at each other inside a grand hotel lobby with tall ceilings and a front desk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"local"|"I prefer to shop at local stores."|"A smiling person carrying a basket while shopping at a small friendly neighborhood store, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"location"|"The restaurant has a great location downtown."|"A cheerful restaurant with a bright sign sitting on a busy downtown street corner, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lock"|"Make sure you check the lock before you leave."|"A person checking a door lock carefully before stepping outside with a bag in hand, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"log"|"They found a hollow log near the river."|"Two children discovering a large hollow log lying on the ground beside a flowing river, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"logic"|"There's no logic in what he said."|"A confused man standing beside a tangled messy diagram with a big question mark above his head, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"logical"|"That's the most logical solution to the problem."|"A person pointing confidently at a clean clear solution written on a whiteboard with a checkmark, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lonely"|"She felt lonely after moving to a new city."|"A girl sitting alone by a window looking out at an unfamiliar city street with a sad expression, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"long"|"It was a long day at work."|"A tired worker slumping at a desk late at night with a dark window and empty coffee cup, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"long"|"Have you been waiting long?"|"A person sitting on a bench looking at their watch with a long line of people behind them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"long"|"You can borrow it as long as you return it."|"A child handing a book to a friend with a pointing gesture toward a bookshelf nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"long-term"|"They made a long-term plan for the business."|"Two business people drawing a long timeline on a whiteboard with goals marked years into the future, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"longtime"|"She's a longtime friend of the family."|"Two women hugging warmly at a family dinner table, old photos on the wall behind them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"look"|"The look on his face said everything."|"A boy with a wide-eyed shocked expression on his face staring forward, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loop"|"The road makes a loop around the lake."|"A winding road forming a full circle loop around a small blue lake, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loose"|"This shirt is too loose on me."|"A child wearing an oversized baggy shirt that hangs off their shoulders, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loss"|"The team dealt with their first loss of the season."|"A sad soccer team sitting on a bench with heads down after losing a game, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lost"|"He looked completely lost in the new neighborhood."|"A confused man standing at a street corner holding a map in an unfamiliar neighborhood, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lot"|"There's a lot of food left from the party."|"A table overflowing with leftover food and snacks after a birthday party, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lots"|"Lots of people showed up to the event."|"A large colorful crowd of many people gathered together at an outdoor event, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loud"|"The music next door is too loud."|"A person covering their ears as loud music blasts through a wall from a neighbor, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loud"|"He laughed loud enough for everyone to hear."|"A boy laughing with his mouth wide open while people nearby turn to look, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"love"|"She has a deep love for animals."|"A smiling girl hugging a dog and a cat tightly with hearts floating around her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lovely"|"What a lovely day to go for a walk."|"A happy person strolling through a sunny park with flowers blooming and blue sky above, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lover"|"He's always been a lover of good music."|"A man sitting in an armchair with eyes closed joyfully listening to music on headphones, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"low"|"The battery is low on my phone."|"A smartphone screen showing a nearly empty red battery icon, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"low"|"She spoke low so no one else could hear."|"A woman leaning close to whisper quietly into another persons ear in a quiet room, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loyal"|"He's been a loyal employee for over ten years."|"A smiling man shaking hands with his boss in an office with a ten year award on the wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"loyalty"|"Her loyalty to her friends never wavered."|"A girl standing beside her friend with a protective arm around her shoulders, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"luck"|"We'll need a lot of luck to win this game."|"A sports team huddling together crossing their fingers before a big game, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lucky"|"You're lucky you found a parking spot here."|"A happy driver pulling into the very last empty parking spot in a full lot, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lunch"|"We had sandwiches for lunch."|"Two people sitting at a table eating sandwiches together at lunchtime, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"lung"|"Smoking seriously damages your lungs."|"A pair of human lungs with dark spots next to a cigarette with a red warning symbol, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"machine"|"The washing machine broke down this morning."|"A washing machine with water leaking out of it and a frustrated woman standing nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"mad"|"She was mad at him for forgetting their anniversary."|"An angry woman with arms crossed glaring at a sheepish man holding a forgotten calendar, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"magazine"|"I picked up a magazine while waiting at the doctor's."|"A person sitting in a waiting room chair reading a colorful magazine, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"magic"|"The show had a magic atmosphere that night."|"A nighttime outdoor concert stage glowing with sparkling lights and a spellbound cheering crowd, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"magic"|"The kids were amazed by the magician's magic."|"A magician pulling a rabbit out of a hat while wide-eyed children watch in amazement, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"magnetic"|"He has a magnetic personality that draws people in."|"A smiling man standing at the center of a circle of people all leaning toward him, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"magnitude"|"They didn't understand the magnitude of the problem."|"A group of people looking up in shock at an enormous towering problem represented as a giant cracked wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"mail"|"There's some mail for you on the table."|"A small pile of envelopes and letters sitting on a wooden table near a front door, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"main"|"What's the main reason you want to change jobs?"|"A person pointing to a large number one on a whiteboard with question marks around it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"mainly"|"I mainly use my phone to listen to music."|"A person holding a phone with headphones on, music notes floating around, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"mainstream"|"Pop music is very mainstream these days."|"A crowd of cheerful people all listening to the same pop music on a big stage, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"maintenance"|"The elevator is out of service for maintenance."|"A worker in overalls fixing an elevator with tools, an out of service sign on the doors, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"major"|"Moving to a new city was a major change in my life."|"A person carrying big boxes moving into a new apartment in a new city, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
