"plan"|"Do you have a plan for the weekend?"|"plano(substantivo)"|"Você tem algum plano para o fim de semana?"
"plane"|"Our plane lands at six in the morning."|"avião(substantivo)"|"Nosso avião pousa às seis da manhã."
"planet"|"Earth is the only planet we know with life."|"planeta(substantivo)"|"A Terra é o único planeta que conhecemos com vida."
"planner"|"She writes everything in her planner."|"agenda(substantivo)"|"Ela anota tudo na agenda."
"planning"|"Good planning made the event a success."|"planejamento(substantivo)"|"Um bom planejamento fez o evento ser um sucesso."
"plant"|"She waters her plant every morning."|"planta(substantivo)"|"Ela rega a planta toda manhã."
"plastic"|"The toy is made of plastic."|"plástico(substantivo)"|"O brinquedo é feito de plástico."
"plate"|"She put the food on a clean plate."|"prato(substantivo)"|"Ela colocou a comida em um prato limpo."
"platform"|"The train stopped at platform three."|"plataforma(substantivo)"|"O trem parou na plataforma três."
"play"|"The kids put on a play at school."|"peça de teatro(substantivo)"|"As crianças fizeram uma peça de teatro na escola."
"player"|"He's the best player on the team."|"jogador(substantivo)"|"Ele é o melhor jogador do time."
"playoff"|"They lost in the first round of the playoff."|"playoff(substantivo)"|"Eles perderam na primeira rodada do playoff."
"plea"|"The lawyer made a plea for mercy."|"apelo(substantivo)"|"O advogado fez um apelo por clemência."
"pleasant"|"The weather today is really pleasant."|"agradável(adjetivo)"|"O tempo hoje está muito agradável."
"please"|"Could you please close the door?"|"por favor(advérbio)"|"Você poderia fechar a porta, por favor?"
"pleased"|"I'm very pleased with the results."|"satisfeito(adjetivo)"|"Estou muito satisfeito com os resultados."
"pleasure"|"It's a pleasure to meet you."|"prazer(substantivo)"|"É um prazer te conhecer."
"plenty"|"There's plenty of food for everyone."|"bastante(pronome)"|"Tem comida de sobra para todo mundo."
"plot"|"The plot of the movie was confusing."|"enredo(substantivo)"|"O enredo do filme foi confuso."
"plus"|"The total is thirty dollars plus tax."|"mais(preposição)"|"O total é trinta dólares mais imposto."
"PM"|"The meeting starts at three PM."|"da tarde(advérbio)"|"A reunião começa às três da tarde."
"pocket"|"He put his keys in his pocket."|"bolso(substantivo)"|"Ele colocou as chaves no bolso."
"poem"|"She wrote a poem about her grandmother."|"poema(substantivo)"|"Ela escreveu um poema sobre a avó."
"poet"|"He is my favorite poet."|"poeta(substantivo)"|"Ele é meu poeta favorito."
"poetry"|"She reads poetry before bed."|"poesia(substantivo)"|"Ela lê poesia antes de dormir."
"point"|"That's a really good point."|"ponto(substantivo)"|"Esse é um ponto muito bom."
"pole"|"The flag is attached to a tall pole."|"poste(substantivo)"|"A bandeira está presa a um poste alto."
"police"|"The police arrived in minutes."|"polícia(substantivo)"|"A polícia chegou em minutos."
"policeman"|"The policeman helped the lost child."|"policial(substantivo)"|"O policial ajudou a criança perdida."
"policy"|"The company has a strict no-smoking policy."|"política(substantivo)"|"A empresa tem uma política rígida contra fumar."
"political"|"It was a very political decision."|"político(adjetivo)"|"Foi uma decisão muito política."
"politically"|"He tried to stay politically neutral."|"politicamente(advérbio)"|"Ele tentou se manter politicamente neutro."
"politician"|"The politician gave a speech downtown."|"político(substantivo)"|"O político fez um discurso no centro da cidade."
"politics"|"She doesn't like to talk about politics at dinner."|"política(substantivo)"|"Ela não gosta de falar sobre política no jantar."
"poll"|"According to the latest poll, most people agree."|"pesquisa de opinião(substantivo)"|"De acordo com a última pesquisa, a maioria concorda."
"pollution"|"Air pollution is a serious problem in big cities."|"poluição(substantivo)"|"A poluição do ar é um problema sério nas grandes cidades."
"pond"|"There are ducks swimming in the pond."|"lago pequeno(substantivo)"|"Há patos nadando no lago pequeno."
"pool"|"The kids spent all day in the pool."|"piscina(substantivo)"|"As crianças passaram o dia todo na piscina."
"poor"|"The family was too poor to buy new clothes."|"pobre(adjetivo)"|"A família era pobre demais para comprar roupas novas."
"pop"|"She loves listening to pop."|"pop(substantivo)"|"Ela adora ouvir música pop."
"popular"|"That restaurant is very popular on weekends."|"popular(adjetivo)"|"Esse restaurante é muito popular nos fins de semana."
"popularity"|"His popularity grew after the interview."|"popularidade(substantivo)"|"A popularidade dele cresceu após a entrevista."
"population"|"The city has a population of two million."|"população(substantivo)"|"A cidade tem uma população de dois milhões."
"porch"|"We sat on the porch and watched the sunset."|"varanda(substantivo)"|"Nos sentamos na varanda e assistimos ao pôr do sol."
"pork"|"He ordered pork ribs at the restaurant."|"porco(substantivo)"|"Ele pediu costelinha de porco no restaurante."
"port"|"The ship arrived at the port this morning."|"porto(substantivo)"|"O navio chegou ao porto esta manhã."
"portfolio"|"She showed her portfolio to the client."|"portfólio(substantivo)"|"Ela mostrou o portfólio para o cliente."
"portion"|"The portion size at that place is huge."|"porção(substantivo)"|"O tamanho da porção naquele lugar é enorme."
"portrait"|"He painted a portrait of his mother."|"retrato(substantivo)"|"Ele pintou um retrato da mãe."
"position"|"She applied for a position at the company."|"vaga(substantivo)"|"Ela se candidatou a uma vaga na empresa."
"positive"|"Try to stay positive even when things are hard."|"positivo(adjetivo)"|"Tente se manter positivo mesmo quando as coisas estão difíceis."
"possession"|"The police found the weapon in his possession."|"posse(substantivo)"|"A polícia encontrou a arma em sua posse."
"possibility"|"There's a possibility of rain tomorrow."|"possibilidade(substantivo)"|"Há uma possibilidade de chuva amanhã."
"possible"|"Is it possible to change the reservation?"|"possível(adjetivo)"|"É possível mudar a reserva?"
"possibly"|"Could you possibly help me with this?"|"possivelmente(advérbio)"|"Você poderia, por acaso, me ajudar com isso?"
"post"|"She got a post at the university."|"cargo(substantivo)"|"Ela conseguiu um cargo na universidade."
"poster"|"There's a poster of Einstein on my wall."|"pôster(substantivo)"|"Tem um pôster do Einstein na minha parede."
"pot"|"The soup is still in the pot."|"panela(substantivo)"|"A sopa ainda está na panela."
"potato"|"I had a baked potato for lunch."|"batata(substantivo)"|"Eu comi uma batata assada no almoço."
"potential"|"She has a lot of potential as a writer."|"potencial(adjetivo)"|"Ela tem muito potencial como escritora."
"potential"|"This idea has real potential."|"potencial(substantivo)"|"Essa ideia tem potencial de verdade."
"potentially"|"This could potentially save us a lot of money."|"potencialmente(advérbio)"|"Isso poderia potencialmente nos economizar muito dinheiro."
"pound"|"I need a pound of ground beef."|"libra(substantivo)"|"Eu preciso de uma libra de carne moída."
"poverty"|"Many families in the area live in poverty."|"pobreza(substantivo)"|"Muitas famílias da região vivem em pobreza."
"powder"|"She put powder on the baby's skin."|"pó(substantivo)"|"Ela colocou pó na pele do bebê."
"power"|"The storm knocked out the power."|"energia elétrica(substantivo)"|"A tempestade derrubou a energia elétrica."
"powerful"|"That was a very powerful speech."|"poderoso(adjetivo)"|"Foi um discurso muito poderoso."
"practical"|"That's a practical solution to the problem."|"prático(adjetivo)"|"Essa é uma solução prática para o problema."
"practically"|"I practically ran to catch the bus."|"praticamente(advérbio)"|"Eu praticamente corri para pegar o ônibus."
"practice"|"Practice makes perfect."|"prática(substantivo)"|"A prática leva à perfeição."
"practitioner"|"She's a general practitioner at a local clinic."|"profissional da área(substantivo)"|"Ela é clínica geral em uma clínica local."
"praise"|"The teacher gave her a lot of praise."|"elogio(substantivo)"|"A professora deu muito elogio a ela."
"prayer"|"He said a short prayer before the meal."|"oração(substantivo)"|"Ele fez uma oração curta antes da refeição."
"precious"|"Time is precious, so don't waste it."|"precioso(adjetivo)"|"O tempo é precioso, então não o desperdice."
"precise"|"Can you give me the precise address?"|"preciso(adjetivo)"|"Você pode me dar o endereço preciso?"
"precisely"|"That's precisely what I was trying to say."|"exatamente(advérbio)"|"É exatamente o que eu estava tentando dizer."
"predator"|"The lion is a natural predator."|"predador(substantivo)"|"O leão é um predador natural."
"prediction"|"His prediction turned out to be wrong."|"previsão(substantivo)"|"A previsão dele acabou sendo errada."
"preference"|"Do you have a preference for window or aisle?"|"preferência(substantivo)"|"Você tem preferência por janela ou corredor?"
"pregnancy"|"She found out about the pregnancy last week."|"gravidez(substantivo)"|"Ela descobriu sobre a gravidez na semana passada."
"pregnant"|"My sister is six months pregnant."|"grávida(adjetivo)"|"Minha irmã está grávida de seis meses."
"preliminary"|"We're still in the preliminary stages of the project."|"preliminar(adjetivo)"|"Ainda estamos nas etapas preliminares do projeto."
"premise"|"The whole argument is based on a false premise."|"premissa(substantivo)"|"Todo o argumento é baseado em uma premissa falsa."
"premium"|"He pays a premium for organic food."|"preço mais alto(substantivo)"|"Ele paga um preço mais alto por comida orgânica."
"preparation"|"Dinner is almost ready — the preparation took two hours."|"preparação(substantivo)"|"O jantar está quase pronto — a preparação levou duas horas."
"prescription"|"You need a prescription to buy this medication."|"receita médica(substantivo)"|"Você precisa de receita médica para comprar esse remédio."
"presence"|"Her presence always makes people feel comfortable."|"presença(substantivo)"|"A presença dela sempre deixa as pessoas à vontade."
"present"|"All the students are present today."|"presente(adjetivo)"|"Todos os alunos estão presentes hoje."
"present"|"She got a nice present for her birthday."|"presente(substantivo)"|"Ela ganhou um presente bacana no aniversário."
"presentation"|"He gave a great presentation at the meeting."|"apresentação(substantivo)"|"Ele fez uma ótima apresentação na reunião."
"presidency"|"She ran for the presidency last year."|"presidência(substantivo)"|"Ela concorreu à presidência no ano passado."
"president"|"The president gave a speech on national TV."|"presidente(substantivo)"|"O presidente fez um discurso na TV nacional."
"presidential"|"The presidential election is next month."|"presidencial(adjetivo)"|"A eleição presidencial é no mês que vem."
"press"|"The press was waiting outside the courthouse."|"imprensa(substantivo)"|"A imprensa estava esperando do lado de fora do tribunal."
"pressure"|"I work better without so much pressure."|"pressão(substantivo)"|"Eu trabalho melhor sem tanta pressão."
"presumably"|"He's presumably still at the office."|"provavelmente(advérbio)"|"Ele provavelmente ainda está no escritório."
"pretty"|"It's pretty cold outside today."|"bastante(advérbio)"|"Está bastante frio lá fora hoje."
"pretty"|"What a pretty garden!"|"bonito(adjetivo)"|"Que jardim bonito!"
"prevention"|"Prevention is better than cure."|"prevenção(substantivo)"|"Prevenção é melhor do que remédio."
"previous"|"I learned that in a previous class."|"anterior(adjetivo)"|"Aprendi isso em uma aula anterior."
"previously"|"She had previously worked at a hospital."|"anteriormente(advérbio)"|"Ela havia trabalhado anteriormente em um hospital."
"price"|"The price of gas went up again."|"preço(substantivo)"|"O preço da gasolina subiu de novo."
"pride"|"He took pride in his work."|"orgulho(substantivo)"|"Ele tinha orgulho do seu trabalho."
"priest"|"The priest gave a short sermon."|"padre(substantivo)"|"O padre fez um sermão curto."
"primarily"|"The course is primarily for beginners."|"principalmente(advérbio)"|"O curso é principalmente para iniciantes."
"primary"|"The primary goal is to keep everyone safe."|"principal(adjetivo)"|"O objetivo principal é manter todos seguros."
"primary"|"Her primary concern is her children's health."|"principal/primário(adjetivo usado como substantivo no contexto)"|"Sua principal preocupação é a saúde dos filhos."
"prime"|"This is prime real estate in the city."|"privilegiado/de primeira(adjetivo)"|"Este é um imóvel privilegiado na cidade."
"principal"|"The principal called the students to the office."|"diretor(substantivo)"|"O diretor chamou os alunos ao escritório."
"principal"|"The principal reason we left was the noise."|"principal(adjetivo)"|"O principal motivo de termos saído foi o barulho."
"principle"|"He refused to lie — it was against his principles."|"princípio(substantivo)"|"Ele se recusou a mentir — era contra seus princípios."
"print"|"The print on this shirt is fading."|"estampa(substantivo)"|"A estampa dessa camiseta está desbotando."
"prior"|"You need to leave prior to midnight."|"antes de(preposição)"|"Você precisa sair antes da meia-noite."
"prior"|"She had no prior experience with kids."|"anterior/prévio(adjetivo)"|"Ela não tinha experiência prévia com crianças."
"priority"|"Sleep is my top priority right now."|"prioridade(substantivo)"|"Dormir é minha maior prioridade agora."
"prison"|"He spent three years in prison."|"prisão(substantivo)"|"Ele passou três anos na prisão."
"prisoner"|"The prisoner was released after ten years."|"prisioneiro(substantivo)"|"O prisioneiro foi solto após dez anos."
"privacy"|"I need some privacy to make this call."|"privacidade(substantivo)"|"Preciso de privacidade para fazer essa ligação."
"private"|"This is a private conversation — please leave."|"privado/particular(adjetivo)"|"Esta é uma conversa particular — por favor, saia."
"privately"|"She privately disagreed with the decision."|"em particular/para si mesma(advérbio)"|"Ela discordava da decisão, mas guardava isso para si."
"privilege"|"Having clean water is a privilege many take for granted."|"privilégio(substantivo)"|"Ter água limpa é um privilégio que muitos ignoram."
"prize"|"She won first prize in the science fair."|"prêmio(substantivo)"|"Ela ganhou o primeiro prêmio na feira de ciências."
"pro"|"He turned pro at nineteen."|"profissional(substantivo)"|"Ele virou profissional aos dezenove anos."
"pro"|"She's a pro photographer — her shots are amazing."|"profissional(adjetivo)"|"Ela é uma fotógrafa profissional — as fotos dela são incríveis."
"probably"|"It'll probably rain this afternoon."|"provavelmente(advérbio)"|"Provavelmente vai chover hoje à tarde."
"problem"|"We have a serious problem with the pipes."|"problema(substantivo)"|"Temos um problema sério com os canos."
"procedure"|"Follow the procedure and you won't make mistakes."|"procedimento(substantivo)"|"Siga o procedimento e você não vai errar."
"process"|"The hiring process takes about two weeks."|"processo(substantivo)"|"O processo de contratação leva cerca de duas semanas."
"processing"|"Payment processing may take up to three days."|"processamento(substantivo)"|"O processamento do pagamento pode levar até três dias."
"processor"|"This laptop has a fast processor."|"processador(substantivo)"|"Este notebook tem um processador rápido."
"producer"|"She works as a producer for a TV show."|"produtor(substantivo)"|"Ela trabalha como produtora em um programa de TV."
"product"|"This product is sold in over fifty countries."|"produto(substantivo)"|"Este produto é vendido em mais de cinquenta países."
"production"|"Production at the factory stopped due to the strike."|"produção(substantivo)"|"A produção na fábrica parou por causa da greve."
"productive"|"I had a really productive day at work."|"produtivo(adjetivo)"|"Tive um dia muito produtivo no trabalho."
"productivity"|"Working from home increased my productivity."|"produtividade(substantivo)"|"Trabalhar de casa aumentou minha produtividade."
"profession"|"Teaching is a demanding profession."|"profissão(substantivo)"|"O magistério é uma profissão exigente."
"professional"|"She gave us very professional advice."|"profissional(adjetivo)"|"Ela nos deu um conselho muito profissional."
"professional"|"He's a professional with twenty years of experience."|"profissional(substantivo)"|"Ele é um profissional com vinte anos de experiência."
"professor"|"The professor canceled class this morning."|"professor universitário(substantivo)"|"O professor cancelou a aula esta manhã."
"profile"|"Her LinkedIn profile got a lot of attention."|"perfil(substantivo)"|"O perfil dela no LinkedIn chamou muita atenção."
"profit"|"The company made a huge profit last year."|"lucro(substantivo)"|"A empresa teve um lucro enorme no ano passado."
"profound"|"Losing her changed him in a profound way."|"profundo(adjetivo)"|"Perder ela o mudou de uma forma profunda."
"program"|"I signed up for a fitness program at the gym."|"programa(substantivo)"|"Me inscrevi em um programa de condicionamento físico na academia."
"programming"|"She's been learning programming for six months."|"programação(substantivo)"|"Ela está aprendendo programação há seis meses."
"progress"|"He's making real progress with his English."|"progresso(substantivo)"|"Ele está fazendo um progresso real com o inglês."
"progressive"|"The city has a very progressive approach to education."|"progressista(adjetivo)"|"A cidade tem uma abordagem muito progressista para a educação."
"project"|"We're working on a big project this month."|"projeto(substantivo)"|"Estamos trabalhando em um projeto grande este mês."
"projection"|"The sales projection for next year looks promising."|"projeção(substantivo)"|"A projeção de vendas para o próximo ano parece promissora."
"prominent"|"She's a prominent figure in the art world."|"proeminente/de destaque(adjetivo)"|"Ela é uma figura de destaque no mundo das artes."
"promise"|"He broke his promise again."|"promessa(substantivo)"|"Ele quebrou sua promessa de novo."
"promising"|"The new treatment looks very promising."|"promissor(adjetivo)"|"O novo tratamento parece muito promissor."
"promotion"|"She got a promotion after two years at the company."|"promoção(substantivo)"|"Ela foi promovida após dois anos na empresa."
"proof"|"Do you have any proof that he was there?"|"prova(substantivo)"|"Você tem alguma prova de que ele estava lá?"
"proper"|"Make sure you get proper sleep before the exam."|"adequado/de verdade(adjetivo)"|"Certifique-se de dormir direito antes da prova."
"properly"|"You're not holding the pen properly."|"corretamente/direito(advérbio)"|"Você não está segurando a caneta corretamente."
"property"|"They bought property in the mountains."|"propriedade(substantivo)"|"Eles compraram uma propriedade na serra."
"proportion"|"A large proportion of students passed the exam."|"proporção(substantivo)"|"Uma grande proporção dos alunos passou na prova."
"proposal"|"He accepted her marriage proposal."|"proposta(substantivo)"|"Ele aceitou a proposta de casamento dela."
"proposed"|"The proposed budget was rejected by the board."|"proposto(adjetivo)"|"O orçamento proposto foi rejeitado pelo conselho."
"prosecution"|"The prosecution presented strong evidence in court."|"acusação(substantivo)"|"A acusação apresentou provas sólidas no tribunal."
"prosecutor"|"The prosecutor questioned the witness for an hour."|"promotor(substantivo)"|"O promotor interrogou a testemunha por uma hora."
"prospect"|"There's a good prospect of rain this weekend."|"perspectiva(substantivo)"|"Há uma boa perspectiva de chuva neste fim de semana."
"protection"|"Wear sunscreen for protection against UV rays."|"proteção(substantivo)"|"Use protetor solar para proteção contra os raios UV."
"protective"|"She felt very protective of her little brother."|"protetor(adjetivo)"|"Ela se sentia muito protetora em relação ao irmão mais novo."
"protein"|"Eggs are a great source of protein."|"proteína(substantivo)"|"Ovos são uma ótima fonte de proteína."
"protest"|"Thousands joined the protest downtown."|"protesto(substantivo)"|"Milhares de pessoas participaram do protesto no centro da cidade."
"protocol"|"Follow the safety protocol at all times."|"protocolo(substantivo)"|"Siga o protocolo de segurança o tempo todo."
"proud"|"She was proud of her daughter's achievements."|"orgulhoso(adjetivo)"|"Ela estava orgulhosa das conquistas da filha."
"provided"|"You can go out, provided you finish your homework first."|"desde que(conjunção)"|"Você pode sair, desde que termine a lição de casa primeiro."
"provider"|"He's the main provider for his family."|"provedor(substantivo)"|"Ele é o principal provedor da família."
"province"|"She grew up in a small province in the south."|"província(substantivo)"|"Ela cresceu em uma pequena província no sul."
"provision"|"The contract includes a provision for early termination."|"cláusula(substantivo)"|"O contrato inclui uma cláusula para rescisão antecipada."
"psychological"|"The accident had a serious psychological impact on him."|"psicológico(adjetivo)"|"O acidente teve um sério impacto psicológico nele."
"psychologist"|"She sees a psychologist every two weeks."|"psicólogo(substantivo)"|"Ela consulta um psicólogo a cada duas semanas."
"psychology"|"He studied psychology in college."|"psicologia(substantivo)"|"Ele estudou psicologia na faculdade."
"public"|"This is a public park — anyone can use it."|"público(adjetivo)"|"Este é um parque público — qualquer pessoa pode usar."
"public"|"The public was not allowed inside the building."|"público(substantivo)"|"O público não tinha permissão para entrar no prédio."
"publicly"|"He publicly apologized for his mistake."|"publicamente(advérbio)"|"Ele se desculpou publicamente pelo erro."
"publication"|"Her first publication was a short story collection."|"publicação(substantivo)"|"Sua primeira publicação foi uma coletânea de contos."
"publicity"|"The scandal brought a lot of bad publicity to the company."|"publicidade(substantivo)"|"O escândalo trouxe muita publicidade negativa para a empresa."
"publisher"|"The publisher rejected his manuscript twice."|"editora(substantivo)"|"A editora rejeitou o manuscrito dele duas vezes."
"pulse"|"The nurse checked his pulse after the fall."|"pulso(substantivo)"|"A enfermeira verificou o pulso dele após a queda."
"pump"|"We need to stop at a gas pump before the highway."|"bomba(substantivo)"|"Precisamos parar em um posto de gasolina antes da rodovia."
"punishment"|"The punishment for cheating was a failing grade."|"punição(substantivo)"|"A punição por colar foi uma nota zero."
"purchase"|"Keep your receipt after every purchase."|"compra(substantivo)"|"Guarde o recibo após cada compra."
"pure"|"This bracelet is made of pure gold."|"puro(adjetivo)"|"Esta pulseira é feita de ouro puro."
"purple"|"She painted her bedroom walls purple."|"roxo(adjetivo)"|"Ela pintou as paredes do quarto de roxo."
"purpose"|"The purpose of this meeting is to review the budget."|"objetivo(substantivo)"|"O objetivo desta reunião é revisar o orçamento."
"purse"|"She forgot her purse on the restaurant table."|"bolsa(substantivo)"|"Ela esqueceu a bolsa na mesa do restaurante."
"pursuit"|"He left his job in pursuit of his dreams."|"busca(substantivo)"|"Ele largou o emprego em busca dos seus sonhos."
"puzzle"|"We spent the afternoon putting together a puzzle."|"quebra-cabeça(substantivo)"|"Passamos a tarde montando um quebra-cabeça."
"quality"|"The quality of this fabric is really impressive."|"qualidade(substantivo)"|"A qualidade deste tecido é realmente impressionante."
"quantity"|"Buy a large quantity and you'll get a discount."|"quantidade(substantivo)"|"Compre uma grande quantidade e você terá desconto."
"quarter"|"I'll meet you there in a quarter of an hour."|"quarto(substantivo)"|"Vou te encontrar lá em um quarto de hora."
"quarterback"|"The quarterback threw a perfect pass in the last second."|"quarterback(substantivo)"|"O quarterback fez um passe perfeito no último segundo."
"queen"|"The queen greeted the crowd from the balcony."|"rainha(substantivo)"|"A rainha cumprimentou a multidão da sacada."
"quest"|"They went on a quest to find the lost treasure."|"busca(substantivo)"|"Eles partiram em uma busca pelo tesouro perdido."
"question"|"She raised her hand to ask a question."|"pergunta(substantivo)"|"Ela levantou a mão para fazer uma pergunta."
"questionnaire"|"Please fill out the questionnaire before your appointment."|"questionário(substantivo)"|"Por favor, preencha o questionário antes da consulta."
"quick"|"We need a quick solution to this problem."|"rápido(adjetivo)"|"Precisamos de uma solução rápida para esse problema."
"quickly"|"She quickly grabbed her keys and left."|"rapidamente(advérbio)"|"Ela pegou as chaves rapidamente e saiu."
"quiet"|"The library was quiet and almost empty."|"silencioso(adjetivo)"|"A biblioteca estava silenciosa e quase vazia."
"quietly"|"He quietly closed the door so as not to wake anyone."|"silenciosamente(advérbio)"|"Ele fechou a porta silenciosamente para não acordar ninguém."
"quite"|"The movie was quite good, actually."|"bastante(advérbio)"|"O filme foi bastante bom, na verdade."
"quote"|"He opened his speech with a quote from Martin Luther King."|"citação(substantivo)"|"Ele abriu o discurso com uma citação de Martin Luther King."
"rabbit"|"The rabbit hopped across the yard."|"coelho(substantivo)"|"O coelho pulou pelo quintal."
"race"|"She won the race by two seconds."|"corrida(substantivo)"|"Ela venceu a corrida por dois segundos."
"racial"|"The company has a racial diversity program."|"racial(adjetivo)"|"A empresa tem um programa de diversidade racial."
"racism"|"Racism has no place in our school."|"racismo(substantivo)"|"Racismo não tem lugar na nossa escola."
"rack"|"Hang your coat on the rack."|"cabide/suporte(substantivo)"|"Pendure seu casaco no cabide."
"radar"|"The plane showed up on radar."|"radar(substantivo)"|"O avião apareceu no radar."
"radiation"|"The patient received radiation treatment."|"radiação(substantivo)"|"O paciente recebeu tratamento de radiação."
"radical"|"That was a pretty radical change."|"radical(adjetivo)"|"Essa foi uma mudança bem radical."
"radio"|"Turn off the radio, please."|"rádio(substantivo)"|"Desligue o rádio, por favor."
"rage"|"He left the room in a rage."|"raiva intensa(substantivo)"|"Ele saiu da sala em uma fúria."
"rail"|"Hold the rail so you don't fall."|"corrimão(substantivo)"|"Segure no corrimão para não cair."
"railroad"|"The old railroad crosses the valley."|"ferrovia(substantivo)"|"A antiga ferrovia atravessa o vale."
"rain"|"The rain ruined our picnic."|"chuva(substantivo)"|"A chuva estragou nosso piquenique."
"rally"|"Thousands attended the political rally."|"comício/manifestação(substantivo)"|"Milhares compareceram ao comício político."
"ranch"|"They raise cattle on a ranch in Texas."|"fazenda(substantivo)"|"Eles criam gado em uma fazenda no Texas."
"random"|"The winners were chosen at random."|"aleatório(adjetivo)"|"Os vencedores foram escolhidos aleatoriamente."
"range"|"The store has a wide range of products."|"variedade/gama(substantivo)"|"A loja tem uma ampla gama de produtos."
"rank"|"He reached the rank of captain."|"posto/patente(substantivo)"|"Ele alcançou o posto de capitão."
"rape"|"Rape is a serious crime."|"estupro(substantivo)"|"Estupro é um crime grave."
"rapid"|"The river has a rapid current."|"rápido(adjetivo)"|"O rio tem uma corrente rápida."
"rapidly"|"The situation is rapidly changing."|"rapidamente(advérbio)"|"A situação está mudando rapidamente."
"rare"|"A rare disease affects thousands worldwide."|"raro(adjetivo)"|"Uma doença rara afeta milhares no mundo."
"rarely"|"She rarely eats red meat."|"raramente(advérbio)"|"Ela raramente come carne vermelha."
"rat"|"A rat got into the kitchen."|"rato(substantivo)"|"Um rato entrou na cozinha."
"rate"|"The crime rate has dropped this year."|"taxa/índice(substantivo)"|"A taxa de criminalidade caiu este ano."
"rather"|"I'd rather stay home tonight."|"preferiria(advérbio)"|"Eu preferia ficar em casa esta noite."
"rather"|"She was rather tired after work."|"bastante(advérbio)"|"Ela estava bastante cansada após o trabalho."
"rather"|"I'll have tea rather than coffee."|"em vez de(conjunção)"|"Vou tomar chá em vez de café."
"rating"|"The movie got a high rating online."|"avaliação/classificação(substantivo)"|"O filme recebeu uma avaliação alta online."
"ratio"|"The ratio of students to teachers is 20 to 1."|"proporção(substantivo)"|"A proporção de alunos por professor é de 20 para 1."
"rational"|"Let's try to be rational about this."|"racional(adjetivo)"|"Vamos tentar ser racionais quanto a isso."
"raw"|"The chicken is still raw inside."|"cru(adjetivo)"|"O frango ainda está cru por dentro."
"re"|"She went re-read the chapter again."|"re-/novamente(prefixo/preposição)"|"Ela foi reler o capítulo novamente."
"reach"|"The product is within reach of most families."|"alcance(substantivo)"|"O produto está ao alcance da maioria das famílias."
"reaction"|"His reaction to the news was surprising."|"reação(substantivo)"|"A reação dele à notícia foi surpreendente."
"reader"|"She's a fast reader."|"leitor(substantivo)"|"Ela é uma leitora rápida."
"readily"|"He readily admitted his mistake."|"prontamente(advérbio)"|"Ele prontamente admitiu seu erro."
"reading"|"Reading before bed helps me relax."|"leitura(substantivo)"|"Ler antes de dormir me ajuda a relaxar."
"ready"|"Dinner is ready."|"pronto(adjetivo)"|"O jantar está pronto."
"real"|"Is this a real diamond?"|"real/verdadeiro(adjetivo)"|"Isso é um diamante de verdade?"
"realistic"|"We need to set realistic goals."|"realista(adjetivo)"|"Precisamos estabelecer metas realistas."
"reality"|"Sometimes reality is harder than we expect."|"realidade(substantivo)"|"Às vezes a realidade é mais difícil do que esperamos."
"really"|"I really need a vacation."|"realmente/de verdade(advérbio)"|"Eu realmente preciso de férias."
"realm"|"That's outside the realm of possibility."|"âmbito/domínio(substantivo)"|"Isso está fora do âmbito das possibilidades."
"rear"|"Check the rear window before reversing."|"traseiro(adjetivo)"|"Verifique o vidro traseiro antes de dar ré."
"reason"|"What's your reason for being late?"|"motivo/razão(substantivo)"|"Qual é o seu motivo para estar atrasado?"
"reasonable"|"That's a very reasonable price."|"razoável(adjetivo)"|"Esse é um preço muito razoável."
"rebel"|"He was always the rebel of the family."|"rebelde(substantivo)"|"Ele sempre foi o rebelde da família."
"receiver"|"He picked up the phone receiver."|"receptor/fone(substantivo)"|"Ele pegou o fone do telefone."
"recent"|"Have you seen any recent news?"|"recente(adjetivo)"|"Você viu alguma notícia recente?"
"recently"|"I recently started going to the gym."|"recentemente(advérbio)"|"Eu comecei a ir à academia recentemente."
"reception"|"The hotel reception is on the first floor."|"recepção(substantivo)"|"A recepção do hotel fica no primeiro andar."
"recession"|"Many people lost their jobs during the recession."|"recessão(substantivo)"|"Muitas pessoas perderam seus empregos durante a recessão."
"recipe"|"Can you send me that recipe?"|"receita(substantivo)"|"Você pode me mandar essa receita?"
"recipient"|"The recipient of the award gave a short speech."|"destinatário/receptor(substantivo)"|"O ganhador do prêmio fez um discurso curto."
"recognition"|"She finally got the recognition she deserved."|"reconhecimento(substantivo)"|"Ela finalmente recebeu o reconhecimento que merecia."
"recommendation"|"Do you have a restaurant recommendation?"|"recomendação(substantivo)"|"Você tem alguma recomendação de restaurante?"
"record"|"He broke the world record last year."|"recorde(substantivo)"|"Ele quebrou o recorde mundial no ano passado."
"recording"|"The recording quality on this video is really bad."|"gravação(substantivo)"|"A qualidade da gravação nesse vídeo é péssima."
"recovery"|"Her recovery after surgery was faster than expected."|"recuperação(substantivo)"|"A recuperação dela após a cirurgia foi mais rápida do que o esperado."
"red"|"She was wearing a red dress at the party."|"vermelho(adjetivo)"|"Ela estava usando um vestido vermelho na festa."
"reduction"|"There was a significant reduction in prices."|"redução(substantivo)"|"Houve uma redução significativa nos preços."
"reference"|"Please list three references on your resume."|"referência(substantivo)"|"Por favor, liste três referências no seu currículo."
"reflection"|"I saw my reflection in the window."|"reflexo(substantivo)"|"Eu vi meu reflexo na janela."
"reform"|"The government announced a major education reform."|"reforma(substantivo)"|"O governo anunciou uma grande reforma na educação."
