"Employee"|"Every employee gets two weeks of vacation."|"Funcionário <i>(substantivo)</i>"|"Todo funcionário recebe duas semanas de férias."|"[sound:1156_employee.mp3]"|"<img src='1156_employee.jpg'>"
"Generation"|"Every generation faces its own challenges."|"Geração <i>(substantivo)</i>"|"Cada geração enfrenta seus próprios desafios."|"[sound:1512_generation.mp3]"|"<img src='1512_generation.jpg'>"
"Household"|"Every household on the street got the same notice."|"Lar / domicílio <i>(substantivo)</i>"|"Todos os lares da rua receberam o mesmo aviso."|"[sound:1707_household.mp3]"|"<img src='1707_household.jpg'>"
"Human"|"Every human deserves basic respect."|"Ser humano <i>(substantivo)</i>"|"Todo ser humano merece respeito básico."|"[sound:1714_human.mp3]"|"<img src='1714_human.jpg'>"
"Cell"|"Every living organism is made up of cells."|"Célula <i>(substantivo)</i>"|"Todo organismo vivo é composto de células."|"[sound:536_cell.mp3]"|"<img src='536_cell.jpg'>"
"Participant"|"Every participant received a certificate."|"Participante <i>(substantivo)</i>"|"Cada participante recebeu um certificado."|"[sound:2539_participant.mp3]"|"<img src='2539_participant.jpg'>"
"Dignity"|"Every person deserves to be treated with dignity."|"Dignidade <i>(substantivo)</i>"|"Toda pessoa merece ser tratada com dignidade."|"[sound:984_dignity.mp3]"|"<img src='984_dignity.jpg'>"
"Unique"|"Every person's fingerprint is unique."|"Único <i>(adjetivo)</i>"|"A impressão digital de cada pessoa é única."|"[sound:4763_unique.mp3]"|"<img src='4763_unique.jpg'>"
"Resident"|"Every resident received a notice in the mail."|"Morador/residente <i>(substantivo)</i>"|"Cada morador recebeu um aviso pelo correio."|"[sound:2976_resident.mp3]"|"<img src='2976_resident.jpg'>"
"Shareholder"|"Every shareholder will receive a copy of the annual report."|"Acionista <i>(substantivo)</i>"|"Todo acionista receberá uma cópia do relatório anual."|"[sound:3177_shareholder.mp3]"|"<img src='3177_shareholder.jpg'>"
"Student"|"Every student received a copy of the syllabus."|"Estudante <i>(substantivo)</i>"|"Cada estudante recebeu uma cópia do programa da disciplina."|"[sound:3431_student.mp3]"|"<img src='3431_student.jpg'>"
"Vote"|"Every vote counts in a democracy."|"Voto <i>(substantivo)</i>"|"Todo voto conta em uma democracia."|"[sound:4848_vote.mp3]"|"<img src='4848_vote.jpg'>"
"Everybody"|"Everybody enjoyed the party."|"Todo mundo <i>(pronome)</i>"|"Todo mundo curtiu a festa."|"[sound:1223_everybody.mp3]"|"<img src='1223_everybody.jpg'>"
"But"|"Everyone came but him."|"Exceto <i>(preposição)</i>"|"Todo mundo foi exceto ele."|"[sound:467_but.mp3]"|"<img src='467_but.jpg'>"
"Except"|"Everyone came except Tom."|"Exceto <i>(preposição)</i>"|"Todo mundo veio exceto o Tom."|"[sound:1239_except.mp3]"|"<img src='1239_except.jpg'>"
"Including"|"Everyone came, including the new students."|"Incluindo <i>(preposição)</i>"|"Todo mundo veio, incluindo os novos alunos."|"[sound:1767_including.mp3]"|"<img src='1767_including.jpg'>"
"To Contribute"|"Everyone contributed to the surprise party."|"Contribuir <i>(verbo)</i>"|"Todo mundo contribuiu para a festa surpresa."|"[sound:3837_to_contribute.mp3]"|"<img src='3837_to_contribute.jpg'>"
"Equal"|"Everyone deserves equal treatment under the law."|"Igual <i>(adjetivo)</i>"|"Todo mundo merece tratamento igual perante a lei."|"[sound:1190_equal.mp3]"|"<img src='1190_equal.jpg'>"
"Justice"|"Everyone deserves justice."|"Justiça <i>(substantivo)</i>"|"Todo mundo merece justiça."|"[sound:1923_justice.mp3]"|"<img src='1923_justice.jpg'>"
"Mask"|"Everyone had to wear a mask inside the hospital."|"Máscara <i>(substantivo)</i>"|"Todos tinham que usar máscara dentro do hospital."|"[sound:2134_mask.mp3]"|"<img src='2134_mask.jpg'>"
"Differently"|"Everyone handles stress differently."|"Diferentemente <i>(advérbio)</i>"|"Todo mundo lida com o estresse de forma diferente."|"[sound:980_differently.mp3]"|"<img src='980_differently.jpg'>"
"Right"|"Everyone has the right to free speech."|"Direito <i>(substantivo)</i>"|"Todo mundo tem o direito à liberdade de expressão."|"[sound:3018_right.mp3]"|"<img src='3018_right.jpg'>"
"Limitation"|"Everyone has their limitations."|"Limitação <i>(substantivo)</i>"|"Todo mundo tem suas limitações."|"[sound:2037_limitation.mp3]"|"<img src='2037_limitation.jpg'>"
"Everyone"|"Everyone in the room started laughing."|"Todos <i>(pronome)</i>"|"Todos na sala começaram a rir."|"[sound:1225_everyone.mp3]"|"<img src='1225_everyone.jpg'>"
"To Participate"|"Everyone is encouraged to participate in the discussion."|"Participar <i>(verbo)</i>"|"Todos são incentivados a participar da discussão."|"[sound:4232_to_participate.mp3]"|"<img src='4232_to_participate.jpg'>"
"Mistake"|"Everyone makes mistakes."|"Erro <i>(substantivo)</i>"|"Todo mundo comete erros."|"[sound:2223_mistake.mp3]"|"<img src='2223_mistake.jpg'>"
"Lie"|"Everything he told her was a lie."|"Mentira <i>(substantivo)</i>"|"Tudo que ele disse a ela era mentira."|"[sound:2017_lie.mp3]"|"<img src='2017_lie.jpg'>"
"Everything"|"Everything on the menu looks delicious."|"Tudo <i>(pronome)</i>"|"Tudo no cardápio parece delicioso."|"[sound:1226_everything.mp3]"|"<img src='1226_everything.jpg'>"
"Excessive"|"Excessive screen time is bad for your eyes."|"Excessivo <i>(adjetivo)</i>"|"Tempo excessivo de tela faz mal para os olhos."|"[sound:1242_excessive.mp3]"|"<img src='1242_excessive.jpg'>"
"Sir"|"Excuse me, sir, you dropped your wallet."|"Senhor <i>(substantivo)</i>"|"Com licença, senhor, o senhor derrubou sua carteira."|"[sound:3241_sir.mp3]"|"<img src='3241_sir.jpg'>"
"Moderate"|"Exercise at a moderate pace."|"Moderado <i>(adjetivo)</i>"|"Faça exercício em um ritmo moderado."|"[sound:2231_moderate.mp3]"|"<img src='2231_moderate.jpg'>"
"Core"|"Exercise can help strengthen your core muscles."|"Núcleo <i>(substantivo)</i>"|"O exercício pode ajudar a fortalecer os músculos do núcleo."|"[sound:790_core.mp3]"|"<img src='790_core.jpg'>"
"Good"|"Exercise does a lot of good for your mental health."|"Bem <i>(substantivo)</i>"|"O exercício faz muito bem para a saúde mental."|"[sound:1547_good.mp3]"|"<img src='1547_good.jpg'>"
"Benefit"|"Exercise has many benefits for your health."|"Benefício <i>(substantivo)</i>"|"O exercício traz muitos benefícios para a saúde."|"[sound:342_benefit.mp3]"|"<img src='342_benefit.jpg'>"
"Cognitive"|"Exercise has real cognitive benefits for the brain."|"Cognitivo <i>(adjetivo)</i>"|"O exercício traz benefícios cognitivos reais para o cérebro."|"[sound:646_cognitive.mp3]"|"<img src='646_cognitive.jpg'>"
"To Shape"|"Exercise helped shape her body."|"Moldar/definir <i>(verbo)</i>"|"A academia ajudou a definir o corpo dela."|"[sound:4427_to_shape.mp3]"|"<img src='4427_to_shape.jpg'>"
"Well-Being"|"Exercise is essential for your overall well-being."|"Bem-estar <i>(substantivo)</i>"|"O exercício é essencial para o seu bem-estar geral."|"[sound:4891_well-being.mp3]"|"<img src='4891_well-being.jpg'>"
"Body"|"Exercise is good for your body and mind."|"Corpo <i>(substantivo)</i>"|"Exercício faz bem pro corpo e pra mente."|"[sound:390_body.mp3]"|"<img src='390_body.jpg'>"
"Brain"|"Exercise is good for your brain."|"Cérebro <i>(substantivo)</i>"|"Exercício faz bem para o seu cérebro."|"[sound:416_brain.mp3]"|"<img src='416_brain.jpg'>"
"Mental"|"Exercise is good for your mental health."|"Mental <i>(adjetivo)</i>"|"Exercício é bom para sua saúde mental."|"[sound:2175_mental.mp3]"|"<img src='2175_mental.jpg'>"
"Daily"|"Exercise should be a daily habit."|"Diário <i>(adjetivo)</i>"|"O exercício deveria ser um hábito diário."|"[sound:878_daily.mp3]"|"<img src='878_daily.jpg'>"
"To Stimulate"|"Exercise stimulates the brain."|"Estimular <i>(verbo)</i>"|"O exercício estimula o cérebro."|"[sound:4497_to_stimulate.mp3]"|"<img src='4497_to_stimulate.jpg'>"
"To Strengthen"|"Exercise strengthens your muscles."|"Fortalecer <i>(verbo)</i>"|"Exercício fortalece seus músculos."|"[sound:4503_to_strengthen.mp3]"|"<img src='4503_to_strengthen.jpg'>"
"To Speculate"|"Experts are speculating about the cause."|"Especular <i>(verbo)</i>"|"Os especialistas estão especulando sobre a causa."|"[sound:4472_to_speculate.mp3]"|"<img src='4472_to_speculate.jpg'>"
"Season"|"Fall is my favorite season."|"Estação <i>(substantivo)</i>"|"Outono é minha estação favorita."|"[sound:3113_season.mp3]"|"<img src='3113_season.jpg'>"
"To Crowd"|"Fans crowded around the stage."|"Se aglomerar <i>(verbo)</i>"|"Os fãs se aglomeraram em volta do palco."|"[sound:3861_to_crowd.mp3]"|"<img src='3861_to_crowd.jpg'>"
"Far"|"Far from being tired, she felt energized."|"Longe de <i>(conjunção)</i>"|"Longe de estar cansada, ela se sentiu cheia de energia."|"[sound:1312_far.mp3]"|"<img src='1312_far.jpg'>"
"Obstacle"|"Fear is the biggest obstacle to success."|"Obstáculo <i>(substantivo)</i>"|"O medo é o maior obstáculo para o sucesso."|"[sound:2393_obstacle.mp3]"|"<img src='2393_obstacle.jpg'>"
"To Fill"|"Fill the glass with water, please."|"Encher <i>(verbo)</i>"|"Encha o copo com água, por favor."|"[sound:4012_to_fill.mp3]"|"<img src='4012_to_fill.jpg'>"
"Stability"|"Financial stability is important for raising a family."|"Estabilidade <i>(substantivo)</i>"|"A estabilidade financeira é importante para criar uma família."|"[sound:3356_stability.mp3]"|"<img src='3356_stability.jpg'>"
"Struggle"|"Finding affordable housing is a daily struggle."|"Luta <i>(substantivo)</i>"|"Encontrar moradia acessível é uma luta diária."|"[sound:3430_struggle.mp3]"|"<img src='3430_struggle.jpg'>"
"Then"|"Finish your homework, then we can watch a movie."|"Então <i>(advérbio)</i>"|"Termine o dever, então a gente pode assistir a um filme."|"[sound:3587_then.mp3]"|"<img src='3587_then.jpg'>"
"Accomplishment"|"Finishing college was a major accomplishment for her."|"Conquista <i>(substantivo)</i>"|"Terminar a faculdade foi uma grande conquista para ela."|"[sound:022_accomplishment.mp3]"|"<img src='022_accomplishment.jpg'>"
"To Rescue"|"Firefighters rescued the family from the burning building."|"Resgatar <i>(verbo)</i>"|"Os bombeiros resgataram a família do prédio em chamas."|"[sound:4358_to_rescue.mp3]"|"<img src='4358_to_rescue.jpg'>"
"To Attract"|"Flowers attract bees."|"Atrair <i>(verbo)</i>"|"Flores atraem abelhas."|"[sound:3709_to_attract.mp3]"|"<img src='3709_to_attract.jpg'>"
"To Spring"|"Flowers spring up after the rain."|"Brotar/surgir <i>(verbo)</i>"|"As flores brotam depois da chuva."|"[sound:4483_to_spring.mp3]"|"<img src='4483_to_spring.jpg'>"
"To Fold"|"Fold the letter before putting it in the envelope."|"Dobrar <i>(verbo)</i>"|"Dobre a carta antes de colocar no envelope."|"[sound:4028_to_fold.mp3]"|"<img src='4028_to_fold.jpg'>"
"To Follow"|"Follow the instructions carefully."|"Seguir <i>(verbo)</i>"|"Siga as instruções com cuidado."|"[sound:4029_to_follow.mp3]"|"<img src='4029_to_follow.jpg'>"
"Path"|"Follow the path through the park."|"Caminho/trilha <i>(substantivo)</i>"|"Siga o caminho pelo parque."|"[sound:2562_path.mp3]"|"<img src='2562_path.jpg'>"
"Procedure"|"Follow the procedure and you won't make mistakes."|"Procedimento <i>(substantivo)</i>"|"Siga o procedimento e você não vai errar."|"[sound:2771_procedure.mp3]"|"<img src='2771_procedure.jpg'>"
"Guideline"|"Follow the safety guidelines at all times."|"Diretriz <i>(substantivo)</i>"|"Siga as diretrizes de segurança o tempo todo."|"[sound:1588_guideline.mp3]"|"<img src='1588_guideline.jpg'>"
"Protocol"|"Follow the safety protocol at all times."|"Protocolo <i>(substantivo)</i>"|"Siga o protocolo de segurança o tempo todo."|"[sound:2811_protocol.mp3]"|"<img src='2811_protocol.jpg'>"
"Sequence"|"Follow the steps in the correct sequence."|"Sequência <i>(substantivo)</i>"|"Siga os passos na sequência correta."|"[sound:3149_sequence.mp3]"|"<img src='3149_sequence.jpg'>"
"Fortunately"|"Fortunately, no one was hurt in the accident."|"Felizmente <i>(advérbio)</i>"|"Felizmente, ninguém se machucou no acidente."|"[sound:1432_fortunately.mp3]"|"<img src='1432_fortunately.jpg'>"
"Republic"|"France is a democratic republic."|"República <i>(substantivo)</i>"|"A França é uma república democrática."|"[sound:2963_republic.mp3]"|"<img src='2963_republic.jpg'>"
"Frankly"|"Frankly, I don't think the plan will work."|"Francamente <i>(advérbio)</i>"|"Francamente, não acho que o plano vai funcionar."|"[sound:1447_frankly.mp3]"|"<img src='1447_frankly.jpg'>"
"Liberty"|"Freedom of speech is a fundamental liberty."|"Liberdade <i>(substantivo)</i>"|"A liberdade de expressão é uma liberdade fundamental."|"[sound:2013_liberty.mp3]"|"<img src='2013_liberty.jpg'>"
"Freedom"|"Freedom of speech is protected by law."|"Liberdade <i>(substantivo)</i>"|"A liberdade de expressão é protegida por lei."|"[sound:1450_freedom.mp3]"|"<img src='1450_freedom.jpg'>"
"Gasoline"|"Gasoline prices went up again this week."|"Gasolina <i>(substantivo)</i>"|"O preço da gasolina subiu de novo essa semana."|"[sound:1500_gasoline.mp3]"|"<img src='1500_gasoline.jpg'>"
"Out"|"Get out of my room!"|"Fora de <i>(preposição)</i>"|"Sai do meu quarto!"|"[sound:2484_out.mp3]"|"<img src='2484_out.jpg'>"
"Given"|"Given the traffic, we should leave early."|"Dado <i>(adjetivo)</i>"|"Dado o trânsito, deveríamos sair cedo."|"[sound:1531_given.mp3]"|"<img src='1531_given.jpg'>"
"Straight"|"Go straight and then turn left."|"Reto <i>(advérbio)</i>"|"Vá reto e depois vire à esquerda."|"[sound:3405_straight.mp3]"|"<img src='3405_straight.jpg'>"
"Mine"|"Gold was discovered in the mine."|"Mina <i>(substantivo)</i>"|"Ouro foi descoberto na mina."|"[sound:2207_mine.mp3]"|"<img src='2207_mine.jpg'>"
"Communication"|"Good communication is key in any relationship."|"Comunicação <i>(substantivo)</i>"|"Uma boa comunicação é essencial em qualquer relacionamento."|"[sound:682_communication.mp3]"|"<img src='682_communication.jpg'>"
"Discipline"|"Good discipline helps kids feel safe."|"Disciplina <i>(substantivo)</i>"|"Uma boa disciplina ajuda as crianças a se sentirem seguras."|"[sound:1003_discipline.mp3]"|"<img src='1003_discipline.jpg'>"
"Leadership"|"Good leadership can change a company."|"Liderança <i>(substantivo)</i>"|"Uma boa liderança pode transformar uma empresa."|"[sound:1981_leadership.mp3]"|"<img src='1981_leadership.jpg'>"
"To Enhance"|"Good lighting can enhance any photo."|"Melhorar <i>(verbo)</i>"|"Uma boa iluminação pode melhorar qualquer foto."|"[sound:3966_to_enhance.mp3]"|"<img src='3966_to_enhance.jpg'>"
"Planning"|"Good planning made the event a success."|"Planejamento <i>(substantivo)</i>"|"Um bom planejamento fez o evento ser um sucesso."|"[sound:2649_planning.mp3]"|"<img src='2649_planning.jpg'>"
"To Prevail"|"Good sense prevailed in the end."|"Prevalecer <i>(verbo)</i>"|"O bom senso prevaleceu no final."|"[sound:4277_to_prevail.mp3]"|"<img src='4277_to_prevail.jpg'>"
"Key"|"Good sleep is key to staying healthy."|"Essencial/fundamental <i>(adjetivo)</i>"|"Dormir bem é essencial para ter saúde."|"[sound:1924_key.mp3]"|"<img src='1924_key.jpg'>"
"Spending"|"Government spending on education increased last year."|"Gasto <i>(substantivo)</i>"|"Os gastos do governo com educação aumentaram no ano passado."|"[sound:3337_spending.mp3]"|"<img src='3337_spending.jpg'>"
"Towel"|"Grab a towel before you get in the shower."|"Toalha <i>(substantivo)</i>"|"Pegue uma toalha antes de entrar no chuveiro."|"[sound:4666_towel.mp3]"|"<img src='4666_towel.jpg'>"
"Heaven"|"Grandma always said she'd see us in heaven."|"Céu/paraíso <i>(substantivo)</i>"|"A vovó sempre dizia que nos veria no céu."|"[sound:1634_heaven.mp3]"|"<img src='1634_heaven.jpg'>"
"Gravity"|"Gravity keeps us on the ground."|"Gravidade <i>(substantivo)</i>"|"A gravidade nos mantém no chão."|"[sound:1566_gravity.mp3]"|"<img src='1566_gravity.jpg'>"
"Breast"|"Grilled chicken breast is a healthy option."|"Peito <i>(substantivo)</i>"|"Peito de frango grelhado é uma opção saudável."|"[sound:424_breast.mp3]"|"<img src='424_breast.jpg'>"
"Ha"|"Ha! I knew you were going to say that."|"Ha <i>(interjeição)</i>"|"Ha! Eu sabia que você ia dizer isso."|"[sound:1596_ha.mp3]"|"<img src='1596_ha.jpg'>"
"Hook"|"Hang your coat on the hook."|"Gancho <i>(substantivo)</i>"|"Pendure seu casaco no gancho."|"[sound:1690_hook.mp3]"|"<img src='1690_hook.jpg'>"
"Rack"|"Hang your coat on the rack."|"Cabide/suporte <i>(substantivo)</i>"|"Pendure seu casaco no cabide."|"[sound:2854_rack.mp3]"|"<img src='2854_rack.jpg'>"
"Birthday"|"Happy birthday! How old are you today?"|"Aniversário <i>(substantivo)</i>"|"Feliz aniversário! Quantos anos você está fazendo hoje?"|"[sound:367_birthday.mp3]"|"<img src='367_birthday.jpg'>"
"Reward"|"Hard work comes with its own reward."|"Recompensa <i>(substantivo)</i>"|"O trabalho duro traz sua própria recompensa."|"[sound:3005_reward.mp3]"|"<img src='3005_reward.jpg'>"
"Success"|"Hard work is the key to success."|"Sucesso <i>(substantivo)</i>"|"O trabalho duro é a chave do sucesso."|"[sound:3447_success.mp3]"|"<img src='3447_success.jpg'>"
"Long"|"Have you been waiting long?"|"Muito tempo <i>(advérbio)</i>"|"Você está esperando há muito tempo?"|"[sound:2068_long.mp3]"|"<img src='2068_long.jpg'>"
"To Decide"|"Have you decided what to order?"|"Decidir <i>(verbo)</i>"|"Você decidiu o que vai pedir?"|"[sound:3872_to_decide.mp3]"|"<img src='3872_to_decide.jpg'>"
"Opera"|"Have you ever been to the opera?"|"Ópera <i>(substantivo)</i>"|"Você já foi à ópera?"|"[sound:2445_opera.mp3]"|"<img src='2445_opera.jpg'>"
"To Experience"|"Have you ever experienced a power outage lasting days?"|"Vivenciar <i>(verbo)</i>"|"Você já vivenciou uma falta de luz que durou dias?"|"[sound:3991_to_experience.mp3]"|"<img src='3991_to_experience.jpg'>"
"Ever"|"Have you ever tried sushi?"|"Alguma vez <i>(advérbio)</i>"|"Você já comeu sushi alguma vez?"|"[sound:1221_ever.mp3]"|"<img src='1221_ever.jpg'>"
"Album"|"Have you heard her new album yet?"|"Álbum <i>(substantivo)</i>"|"Você já ouviu o novo álbum dela?"|"[sound:103_album.mp3]"|"<img src='103_album.jpg'>"
"Future"|"Have you made any future plans yet?"|"Futuro <i>(adjetivo)</i>"|"Você já fez algum plano para o futuro?"|"[sound:1488_future.mp3]"|"<img src='1488_future.jpg'>"
"Recent"|"Have you seen any recent news?"|"Recente <i>(adjetivo)</i>"|"Você viu alguma notícia recente?"|"[sound:2899_recent.mp3]"|"<img src='2899_recent.jpg'>"
"Version"|"Have you updated to the latest version of the app?"|"Versão <i>(substantivo)</i>"|"Você atualizou para a versão mais recente do aplicativo?"|"[sound:4814_version.mp3]"|"<img src='4814_version.jpg'>"
"Privilege"|"Having clean water is a privilege many take for granted."|"Privilégio <i>(substantivo)</i>"|"Ter água limpa é um privilégio que muitos ignoram."|"[sound:2765_privilege.mp3]"|"<img src='2765_privilege.jpg'>"
"Blessing"|"Having good health is a real blessing."|"Bênção <i>(substantivo)</i>"|"Ter boa saúde é uma verdadeira bênção."|"[sound:379_blessing.mp3]"|"<img src='379_blessing.jpg'>"
"Proposal"|"He accepted her marriage proposal."|"Proposta <i>(substantivo)</i>"|"Ele aceitou a proposta de casamento dela."|"[sound:2802_proposal.mp3]"|"<img src='2802_proposal.jpg'>"
"To Rip"|"He accidentally ripped his shirt on the fence."|"Rasgar <i>(verbo)</i>"|"Ele rasgou a camisa sem querer na cerca."|"[sound:4382_to_rip.mp3]"|"<img src='4382_to_rip.jpg'>"
"To Tear"|"He accidentally tore the page."|"Rasgar <i>(verbo)</i>"|"Ele rasgou a página sem querer."|"[sound:4543_to_tear.mp3]"|"<img src='4543_to_tear.jpg'>"
"To Accomplish"|"He accomplished everything on his to-do list."|"Realizar/concluir <i>(verbo)</i>"|"Ele concluiu tudo na sua lista de tarefas."|"[sound:3651_to_accomplish.mp3]"|"<img src='3651_to_accomplish.jpg'>"
"To Acknowledge"|"He acknowledged that he had made a mistake."|"Reconhecer/admitir <i>(verbo)</i>"|"Ele reconheceu que tinha cometido um erro."|"[sound:3655_to_acknowledge.mp3]"|"<img src='3655_to_acknowledge.jpg'>"
"Allegedly"|"He allegedly stole money from the company."|"Supostamente <i>(advérbio)</i>"|"Ele supostamente roubou dinheiro da empresa."|"[sound:112_allegedly.mp3]"|"<img src='112_allegedly.jpg'>"
"To Drown"|"He almost drowned when he was a child."|"Se afogar <i>(verbo)</i>"|"Ele quase se afogou quando era criança."|"[sound:3942_to_drown.mp3]"|"<img src='3942_to_drown.jpg'>"
"To Boast"|"He always boasts about his grades."|"Se gabar <i>(verbo)</i>"|"Ele sempre se gaba das notas."|"[sound:3743_to_boast.mp3]"|"<img src='3743_to_boast.jpg'>"
"To Complain"|"He always complains about the food."|"Reclamar <i>(verbo)</i>"|"Ele sempre reclama da comida."|"[sound:3808_to_complain.mp3]"|"<img src='3808_to_complain.jpg'>"
"Outsider"|"He always felt like an outsider at school."|"Forasteiro <i>(substantivo)</i>"|"Ele sempre se sentiu um forasteiro na escola."|"[sound:2494_outsider.mp3]"|"<img src='2494_outsider.jpg'>"
"Excuse"|"He always has an excuse for being late."|"Desculpa <i>(substantivo)</i>"|"Ele sempre tem uma desculpa para chegar atrasado."|"[sound:1249_excuse.mp3]"|"<img src='1249_excuse.jpg'>"
"Jeans"|"He always wears jeans to work on Fridays."|"Jeans <i>(substantivo)</i>"|"Ele sempre usa jeans para trabalhar às sextas-feiras."|"[sound:1898_jeans.mp3]"|"<img src='1898_jeans.jpg'>"
"To Apologize"|"He apologized for being late."|"Pedir desculpas <i>(verbo)</i>"|"Ele pediu desculpas por ter chegado atrasado."|"[sound:3681_to_apologize.mp3]"|"<img src='3681_to_apologize.jpg'>"
"To Assure"|"He assured me everything would be fine."|"Garantir/assegurar <i>(verbo)</i>"|"Ele me garantiu que tudo ficaria bem."|"[sound:3704_to_assure.mp3]"|"<img src='3704_to_assure.jpg'>"
"Entire"|"He ate the entire pizza by himself."|"Inteiro <i>(adjetivo)</i>"|"Ele comeu a pizza inteira sozinho."|"[sound:1179_entire.mp3]"|"<img src='1179_entire.jpg'>"
"Roll"|"He ate two bread rolls at dinner."|"Pãozinho/rolinho <i>(substantivo)</i>"|"Ele comeu dois pãezinhos no jantar."|"[sound:3035_roll.mp3]"|"<img src='3035_roll.jpg'>"
"To Attribute"|"He attributed his success to hard work."|"Atribuir <i>(verbo)</i>"|"Ele atribuiu seu sucesso ao trabalho duro."|"[sound:3710_to_attribute.mp3]"|"<img src='3710_to_attribute.jpg'>"
"To Avoid"|"He avoids sugar as much as possible."|"Evitar <i>(verbo)</i>"|"Ele evita açúcar ao máximo."|"[sound:3713_to_avoid.mp3]"|"<img src='3713_to_avoid.jpg'>"
"To Balance"|"He balanced the plate on one finger."|"Equilibrar <i>(verbo)</i>"|"Ele equilibrou o prato em um dedo."|"[sound:3718_to_balance.mp3]"|"<img src='3718_to_balance.jpg'>"
"Legend"|"He became a legend in the sport."|"Lenda <i>(substantivo)</i>"|"Ele se tornou uma lenda no esporte."|"[sound:1995_legend.mp3]"|"<img src='1995_legend.jpg'>"
"Famous"|"He became famous after his first movie."|"Famoso <i>(adjetivo)</i>"|"Ele ficou famoso depois do seu primeiro filme."|"[sound:1306_famous.mp3]"|"<img src='1306_famous.jpg'>"
"Socially"|"He became more socially confident after joining the team."|"Socialmente <i>(advérbio)</i>"|"Ele ficou mais confiante socialmente depois que entrou no time."|"[sound:3281_socially.mp3]"|"<img src='3281_socially.jpg'>"
"Influential"|"He became one of the most influential designers of his generation."|"Influente <i>(adjetivo)</i>"|"Ele se tornou um dos designers mais influentes de sua geração."|"[sound:1794_influential.mp3]"|"<img src='1794_influential.jpg'>"
"To Beg"|"He begged her not to leave."|"Implorar/suplicar <i>(verbo)</i>"|"Ele implorou para ela não ir embora."|"[sound:3727_to_beg.mp3]"|"<img src='3727_to_beg.jpg'>"
"To Blink"|"He blinked when the light hit his eyes."|"Piscar <i>(verbo)</i>"|"Ele piscou quando a luz bateu nos olhos dele."|"[sound:3740_to_blink.mp3]"|"<img src='3740_to_blink.jpg'>"
"Rod"|"He bought a new fishing rod for the trip."|"Vara <i>(substantivo)</i>"|"Ele comprou uma vara de pesca nova para a viagem."|"[sound:3033_rod.mp3]"|"<img src='3033_rod.jpg'>"
"Bone"|"He broke a bone in his hand."|"Osso <i>(substantivo)</i>"|"Ele quebrou um osso na mão."|"[sound:396_bone.mp3]"|"<img src='396_bone.jpg'>"
"Accident"|"He broke his arm in an accident."|"Acidente <i>(substantivo)</i>"|"Ele quebrou o braço em um acidente."|"[sound:021_accident.mp3]"|"<img src='021_accident.jpg'>"
"Leg"|"He broke his leg playing soccer."|"Perna <i>(substantivo)</i>"|"Ele quebrou a perna jogando futebol."|"[sound:1991_leg.mp3]"|"<img src='1991_leg.jpg'>"
"Promise"|"He broke his promise again."|"Promessa <i>(substantivo)</i>"|"Ele quebrou sua promessa de novo."|"[sound:2794_promise.mp3]"|"<img src='2794_promise.jpg'>"
"Record"|"He broke the world record last year."|"Recorde <i>(substantivo)</i>"|"Ele quebrou o recorde mundial no ano passado."|"[sound:2907_record.mp3]"|"<img src='2907_record.jpg'>"
"Every"|"He brushes his teeth every morning."|"Todo <i>(artigo)</i>"|"Ele escova os dentes toda manhã."|"[sound:1222_every.mp3]"|"<img src='1222_every.jpg'>"
"He"|"He called me this morning."|"Ele <i>(pronome)</i>"|"Ele me ligou esta manhã."|"[sound:1624_he.mp3]"|"<img src='1624_he.jpg'>"
"To Repair"|"He called someone to repair the sink."|"Consertar <i>(verbo)</i>"|"Ele ligou para alguém consertar a pia."|"[sound:4350_to_repair.mp3]"|"<img src='4350_to_repair.jpg'>"
"Gay"|"He came out as gay when he was in college."|"Gay <i>(adjetivo)</i>"|"Ele assumiu que era gay quando estava na faculdade."|"[sound:1503_gay.mp3]"|"<img src='1503_gay.jpg'>"
"Sack"|"He carried a sack of potatoes from the market."|"Saco <i>(substantivo)</i>"|"Ele carregou um saco de batatas do mercado."|"[sound:3066_sack.mp3]"|"<img src='3066_sack.jpg'>"
"Shoulder"|"He carried the bag on his shoulder."|"Ombro <i>(substantivo)</i>"|"Ele carregou a bolsa no ombro."|"[sound:3206_shoulder.mp3]"|"<img src='3206_shoulder.jpg'>"
"To Carve"|"He carved his name into the tree."|"Entalhar <i>(verbo)</i>"|"Ele entalhado o nome dele na árvore."|"[sound:3768_to_carve.mp3]"|"<img src='3768_to_carve.jpg'>"
"Retirement"|"He celebrated his retirement with a big party."|"Aposentadoria <i>(substantivo)</i>"|"Ele celebrou sua aposentadoria com uma grande festa."|"[sound:2997_retirement.mp3]"|"<img src='2997_retirement.jpg'>"
"Diet"|"He changed his diet to eat healthier."|"Dieta/alimentação <i>(substantivo)</i>"|"Ele mudou a alimentação para comer mais saudável."|"[sound:977_diet.mp3]"|"<img src='977_diet.jpg'>"
"To Cheat"|"He cheated on the exam and got caught."|"Colar <i>(verbo)</i>"|"Ele colou na prova e foi pego."|"[sound:3779_to_cheat.mp3]"|"<img src='3779_to_cheat.jpg'>"
"To Claim"|"He claimed he had never been there before."|"Afirmar <i>(verbo)</i>"|"Ele afirmou que nunca tinha estado lá antes."|"[sound:3787_to_claim.mp3]"|"<img src='3787_to_claim.jpg'>"
