2277,online,We play <b>online</b> games.,conectados,Nós jogamos jogos <b>conectados</b>.
3522,online,They talk <b>online</b>.,conectados,Eles conversam <b>conectados</b>.
101,only,I <b>only</b> have two coins.,"somente, apenas",Eu tenho <b>apenas</b> duas moedas.
329,only,He is the <b>only</b> child.,único,Ele é o <b>único</b> filho.
3171,orange,The car is <b>orange</b>.,laranja,O carro é <b>laranja</b>.
3303,orange,I eat an <b>orange</b>.,laranja,Eu como uma <b>laranja</b>.
75,other,Where is the <b>other</b> shoe?,outroa,Onde está o <b>outro</b> sapato?
715,other,Please give me the <b>other</b>.,outro,Por favor me dê o <b>outro</b>.
2355,other,We walk to the <b>other</b> side.,outro,Nós andamos para o <b>outro</b> lado.
64,out,Go <b>out</b> and play.,"fora, para fora",Vá <b>para fora</b> e brinque.
149,out,Take it <b>out</b> the box.,"fora de, para fora",Tire isso <b>fora de</b> a caixa.
812,outside,The cat is <b>outside</b> the house.,lá fora,O gato está <b>lá fora</b> da casa.
1750,outside,He waits <b>outside</b>.,do lado de fora de,Ele espera <b>do lado de fora de</b> casa.
2072,outside,Paint the <b>outside</b> wall.,fora,Pinte a parede de <b>fora</b>.
124,over,The bird flies <b>over</b> the tree.,"por cima de, em cima",O pássaro voa <b>por cima de</b> a árvore.
182,over,Put the blanket <b>over</b> the bed.,"por cima, em cima",Coloque o cobertor <b>por cima</b> da cama.
1955,overall,The <b>overall</b> score is high.,no geral,A pontuação <b>no geral</b> é alta.
3926,overall,<b>Overall</b> I like it.,no geral,<b>No geral</b> eu gosto disso.
2555,Palestinian,He has a <b>Palestinian</b> friend.,palestino,Ele tem um amigo <b>palestino</b>.
3155,Palestinian,The man is a <b>Palestinian</b>.,palestino,O homem é um <b>palestino</b>.
178,part,This is a small <b>part</b>.,"parte, porção",Esta é uma pequena <b>parte</b>.
1830,part,They play a good <b>part</b>.,papel,Eles fazem um bom <b>papel</b>.
4741,part,Be <b>part</b> of the team.,parte,Seja <b>parte</b> do time.
951,particular,This is a <b>particular</b> case.,particular,Este é um caso <b>particular</b>.
2569,particular,He likes this toy in <b>particular</b>.,especial,Ele gosta deste brinquedo em <b>especial</b>.
681,past,The <b>past</b> year was good.,passado,O ano <b>passado</b> foi bom.
979,past,I think about the <b>past</b>.,passado,Eu penso sobre o <b>passado</b>.
1393,past,I walk <b>past</b> the house.,"passado, anterior",Eu ando <b>passado</b> a casa.
3657,past,The time went <b>past</b> fast.,passado,O tempo foi <b>passado</b> rápido.
573,patient,He is a good <b>patient</b>.,paciente,Ele é um bom <b>paciente</b>.
3526,patient,Please be <b>patient</b> with me.,paciente,Por favor seja <b>paciente</b> comigo.
3584,plain,The <b>plain</b> is very fast.,avião,O <b>avião</b> é muito rápido.
4740,plain,Look at the big <b>plain</b>.,avião,Olhe para o grande <b>avião</b>.
1266,potential,You have <b>potential</b> power.,potencial,Você tem poder <b>potencial</b>.
2084,potential,He has great <b>potential</b>.,potencial,Ele tem grande <b>potencial</b>.
1337,present,He is <b>present</b> today.,presente,Ele está <b>presente</b> hoje.
2265,present,This is a <b>present</b> for you.,presente,Este é um <b>presente</b> para você.
799,pretty,The bird is very <b>pretty</b>.,bonito,O pássaro é muito <b>bonito</b>.
2482,pretty,She has a <b>pretty</b> dress.,bonito,Ela tem um vestido <b>bonito</b>.
1513,primary,Blue is a <b>primary</b> color.,"primário, principal",Azul é uma cor <b>primária</b>.
3899,primary,This is the <b>primary</b> step.,primário,Este é o passo <b>primário</b>.
3149,principal,He is the school <b>principal</b>.,diretor,Ele é o <b>diretor</b> da escola.
3334,principal,The <b>principal</b> is very smart.,diretor,O <b>diretor</b> é muito inteligente.
2879,prior,We need a <b>prior</b> notice.,prévio,Nós precisamos de um aviso <b>prévio</b>.
4239,prior,He gave a <b>prior</b> warning.,prévio,Ele deu um alerta <b>prévio</b>.
4097,pro,He is a golf <b>pro</b>.,pró,Ele é um <b>pró</b> do golfe.
4431,pro,I like the <b>pro</b> game.,pró,Eu gosto do jogo <b>pró</b>.
1098,professional,He is a <b>professional</b> player.,profissional,Ele é um jogador <b>profissional</b>.
2586,professional,My dad is a <b>professional</b>.,profissional,Meu pai é um <b>profissional</b>.
334,public,We go to a <b>public</b> park.,público,Nós vamos a um parque <b>público</b>.
861,public,The <b>public</b> loves the game.,público,O <b>público</b> ama o jogo.
4963,public,He speaks to the <b>public</b>.,público,Ele fala para o <b>público</b>.
863,rather,I will play <b>rather</b> than sleep.,em vez de,Eu vou brincar <b>em vez de</b> dormir.
976,rather,I am <b>rather</b> tired today.,"em vez de, um tatnto",Eu estou <b>um tanto</b> cansado hoje.
2474,rather,I want milk <b>rather</b> than juice.,em vez,Eu quero leite <b>em vez</b> de suco.
4252,regard,I say this with <b>regard</b>.,com respeito,Eu digo isso <b>com respeito</b>.
4817,regard,I have <b>regard</b> for you.,respeito,Eu tenho <b>respeito</b> por você.
2451,relative,The time is <b>relative</b>.,relativo,O tempo é <b>relativo</b>.
3180,relative,This is a <b>relative</b> fact.,relativo,Este é um fato <b>relativo</b>.
1989,representative,He is our <b>representative</b>.,representante,Ele é nosso <b>representante</b>.
4030,representative,She is the class <b>representative</b>.,representante,Ela é a <b>representante</b> da classe.
595,Republican,He is a <b>Republican</b>.,republicano,Ele é um <b>republicano</b>.
4897,republican,I read a <b>republican</b> book.,republicano,Eu leio um livro <b>republicano</b>.
1563,respect,Show <b>respect</b> to others.,respeito,Mostre <b>respeito</b> aos outros.
4305,respect,I treat him with <b>respect</b>.,respeito,Eu trato ele com <b>respeito</b>.
726,response,What is your <b>response</b>?,resposta,Qual é a sua <b>resposta</b>?
3709,response,I nod in <b>response</b>.,resposta,Eu aceno em <b>resposta</b>.
193,right,Do it <b>right</b> now.,"bem, logo",Faça isso <b>logo</b> agora.
240,right,You have the <b>right</b> to play.,direito,Você tem o <b>direito</b> de brincar.
318,right,Use your <b>right</b> hand.,direito,Use sua mão <b>direita</b>.
2393,round,The coin is a <b>round</b> shape.,redondo,A moeda é um formato <b>redondo</b>.
2962,round,The ball is <b>round</b>.,redondo,A bola é <b>redonda</b>.
3278,running,We have a <b>running</b> meeting.,encontro,Nós temos um <b>encontro</b>.
4730,running,The <b>running</b> was fun.,encontro,O <b>encontro</b> foi divertido.
1571,Russian,He is a <b>Russian</b> boy.,russo,Ele é um menino <b>russo</b>.
4033,Russian,My friend is a <b>Russian</b>.,russo,Meu amigo é um <b>russo</b>.
382,second,I am the <b>second</b> to go.,segundo,Eu sou o <b>segundo</b> a ir.
683,second,Wait one <b>second</b> please.,segundo,Espere um <b>segundo</b> por favor.
1884,secret,I have a big <b>secret</b>.,segredo,Eu tenho um grande <b>segredo</b>.
2045,secret,My base is a <b>secret</b>.,segredo,Minha base é um <b>segredo</b>.
1094,senior,He is a <b>senior</b> student.,sénior,Ele é um aluno <b>sénior</b>.
4140,senior,My dad is a <b>senior</b>.,senior,Meu pai é um <b>senior</b>.
628,short,The pencil is <b>short</b>.,"curto, baixo",O lápis é <b>curto</b>.
3765,short,He fell <b>short</b>.,baixo,Ele caiu <b>baixo</b>.
261,since,I am here <b>since</b> morning.,desde,Eu estou aqui <b>desde</b> de manhã.
876,since,We play <b>since</b> early.,desde,Nós brincamos <b>desde</b> cedo.
2998,since,I feel good <b>since</b> then.,desde a,Eu me sinto bem <b>desde a</b> hora.
55,so,I am <b>so</b> happy.,tão,Eu estou <b>tão</b> feliz.
196,so,I am tired <b>so</b> I sleep.,então,Eu estou cansado <b>então</b> eu durmo.
611,soon,I will see you <b>soon</b>.,"em breve, daqui a pouco",Eu verei você <b>em breve</b>.
2503,soon,We will arrive <b>soon</b>.,em breve,Nós chegaremos <b>em breve</b>.
2772,square,The box is <b>square</b>.,quadrado,A caixa é <b>quadrada</b>.
3374,square,Draw a red <b>square</b>.,quadrado,Desenhe um <b>quadrado</b> vermelho.
808,standard,This is the gold <b>standard</b>.,padrão,Este é o <b>padrão</b> ouro.
1783,standard,We use a <b>standard</b> size.,padrão,Nós usamos um tamanho <b>padrão</b>.
126,still,He is <b>still</b> here.,"ainda, todavia",Ele <b>ainda</b> está aqui.
2362,still,Keep your body <b>still</b>.,ainda,Mantenha seu corpo <b>ainda</b>.
1643,straight,Go <b>straight</b> ahead.,"direto, reto",Vá <b>direto</b> em frente.
2480,straight,Draw a <b>straight</b> line.,reto,Desenhe uma linha <b>reta</b>.
670,subject,The boy is the <b>subject</b>.,sujeito,O menino é o <b>sujeito</b>.
3665,subject,We are <b>subject</b> to rules.,sujeito,Nós somos <b>sujeitos</b> a regras.
183,such,It is <b>such</b> a good day.,"tal, assim",É <b>tal</b> um bom dia.
349,such,He is <b>such</b> tall.,tão,Ele é <b>tão</b> alto.
2890,sudden,It was a <b>sudden</b> stop.,de repente,Foi uma parada <b>de repente</b>.
4930,sudden,All of a <b>sudden</b> it rained.,de repente,Tudo <b>de repente</b> choveu.
348,sure,Are you <b>sure</b>?,certo,Você está <b>certo</b>?
2322,sure,I will <b>sure</b> go.,certo,Eu <b>certo</b> irei.
2862,terrorist,The police caught the <b>terrorist</b>.,terrorista,A polícia pegou o <b>terrorista</b>.
3203,terrorist,It was a <b>terrorist</b> attack.,terrorista,Foi um ataque <b>terrorista</b>.
73,than,I am taller <b>than</b> you.,do que,Eu sou mais alto <b>do que</b> você.
712,than,He has more <b>than</b> ten toys.,do que,Ele tem mais <b>do que</b> dez brinquedos.
12,that,I know <b>that</b> you are smart.,"essea, aquelea, aquilo",Eu sei <b>aquilo</b> que você é inteligente.
27,that,Look at <b>that</b> bird.,"essea, aquelea, aquilo",Olhe para <b>aquele</b> pássaro.
903,that,He is not <b>that</b> fast.,"esse, aquele, que",Ele não é <b>aquele</b> rápido.
53,there,The book is over <b>there</b>.,alí,O livro está <b>alí</b>.
116,there,Go <b>there</b> please.,"alí, lá",Vá <b>lá</b> por favor.
20,this,I like <b>this</b> game.,"estea, essea",Eu gosto <b>deste</b> jogo.
4665,this,It is <b>this</b> big.,esta,Isso é <b>esta</b> grande.
246,though,I will play <b>though</b> it is cold.,embora,Eu vou brincar <b>embora</b> esteja frio.
2757,though,It is hard <b>though</b>.,no entanto,Isso é difícil <b>no entanto</b>.
112,through,Look <b>through</b> the window.,"por, através",Olhe <b>através</b> da janela.
1216,through,Let me pass <b>through</b>.,a través de,Me deixe passar <b>através de</b>.
2765,tight,This shirt is very <b>tight</b>.,apertado,Esta camisa é muito <b>apertada</b>.
3431,tight,Hold my hand <b>tight</b>.,apertado,Segure minha mão <b>apertado</b>.
4949,till,Wait <b>till</b> I arrive.,até,Espere <b>até</b> eu chegar.
5000,till,Sleep <b>till</b> morning.,até,Durma <b>até</b> de manhã.
679,top,We reached the <b>top</b>.,"topo, pico",Nós chegamos ao <b>topo</b>.
961,top,He is a <b>top</b> player.,"top, melhor",Ele é um <b>melhor</b> jogador.
2823,top,The bird is on <b>top</b>.,topo,O pássaro está no <b>topo</b>.
1042,total,This is the <b>total</b> price.,total,Este é o preço <b>total</b>.
2380,total,The <b>total</b> is five.,total,O <b>total</b> é cinco.
226,under,The cat is <b>under</b> the bed.,"debaixo, embaixo",O gato está <b>debaixo</b> da cama.
1673,under,The boat went <b>under</b>.,sob,O barco foi <b>sob</b> a água.
2490,unlike,He is <b>unlike</b> his brother.,diferente,Ele é <b>diferente</b> do irmão dele.
3565,unlike,They are very <b>unlike</b>.,diferente,Eles são muito <b>diferentes</b>.
271,until,Wait <b>until</b> I call you.,até,Espere <b>até</b> eu ligar para você.
1375,until,I sleep <b>until</b> morning.,até,Eu durmo <b>até</b> de manhã.
50,up,Look <b>up</b> at the sky.,para cima,Olhe <b>para cima</b> para o céu.
456,up,We walk <b>up</b> the hill.,para cima,Nós andamos <b>para cima</b> da colina.
105,very,You are <b>very</b> smart.,muito,Você é <b>muito</b> inteligente.
1208,very,This is the <b>very</b> best.,muito,Este é o <b>muito</b> melhor.
2411,veteran,My grandpa is a <b>veteran</b>.,veterano,Meu avô é um <b>veterano</b>.
4849,veteran,He is a <b>veteran</b> player.,veterano,Ele é um jogador <b>veterano</b>.
84,way,This is the right <b>way</b>.,"caminho, maneira",Este é o <b>caminho</b> certo.
4090,way,Do it this <b>way</b>.,maneira,Faça isso desta <b>maneira</b>.
100,well,You play very <b>well</b>.,bem,Você joga muito <b>bem</b>.
644,well,He acts <b>well</b>.,bem,Ele age <b>bem</b>.
57,when,Tell me <b>when</b> to go.,quando,Me diga <b>quando</b> ir.
136,when,<b>When</b> is your party?,quando,<b>Quando</b> é a sua festa?
169,where,I know <b>where</b> to go.,onde,Eu sei <b>onde</b> ir.
190,where,<b>Where</b> is my toy?,onde,<b>Onde</b> está meu brinquedo?
153,while,I sing <b>while</b> I shower.,enquanto,Eu canto <b>enquanto</b> eu tomo banho.
1327,while,We stayed for a <b>while</b>.,enquanto,Nós ficamos por um <b>enquanto</b>.
302,white,The milk is <b>white</b>.,branco,O leite é <b>branco</b>.
2740,white,I like the color <b>white</b>.,branco,Eu gosto da cor <b>branca</b>.
468,whole,I ate the <b>whole</b> pizza.,"inteiro, completo",Eu comi a pizza <b>inteira</b>.
2243,whole,Two halves make a <b>whole</b>.,inteira,Duas metades fazem uma <b>inteira</b>.
48,will,I <b>will</b> play with you.,"-ará, -erá, -irá",Eu brinc<b>arei</b> com você.
1506,will,He has a strong <b>will</b>.,vontade,Ele tem uma <b>vontade</b> forte.
353,within,The key is <b>within</b> the box.,dentro,A chave está <b>dentro</b> da caixa.
4900,within,Keep the dog <b>within</b>.,dentro de,Mantenha o cachorro <b>dentro de</b> casa.
4505,worldwide,The game is played <b>worldwide</b>.,no mundo todo,O jogo é jogado <b>no mundo todo</b>.
4899,worldwide,It is a <b>worldwide</b> event.,no mundo todo,É um evento <b>no mundo todo</b>.
1360,worth,This toy is <b>worth</b> five coins.,valor,Este brinquedo tem o <b>valor</b> de cinco moedas.
2841,worth,Prove your <b>worth</b>.,valor,Prove o seu <b>valor</b>.
656,wrong,This answer is <b>wrong</b>.,errado,Esta resposta está <b>errada</b>.
3901,wrong,You spelled it <b>wrong</b>.,errado,Você soletrou isso <b>errado</b>.
