frontier,The explorer crossed the frontier into new land.,fronteira,O explorador cruzou a fronteira para uma nova terra.
spray,She used spray to water the small plant.,borrifador,Ela usou o borrifador para molhar a plantinha.
bet,I bet you cannot run that fast.,aposta,Aposto que você não consegue correr tão rápido.
to disclose,He did not want to disclose his secret.,revelar,Ele não queria revelar seu segredo.
custody,The dog was in the custody of the shelter.,custódia,O cachorro estava na custódia do abrigo.
banker,The banker helped my dad open a new account.,banqueiro,O banqueiro ajudou meu pai a abrir uma conta.
beast,The beast in the story was very scary.,fera,A fera da história era muito assustadora.
to interfere,Please do not interfere when we are talking.,interferir,Por favor não interfira quando estamos conversando.
oak,The old oak tree is very tall.,carvalho,O velho carvalho é muito alto.
case,The detective solved a very strange case.,caso,O detetive resolveu um caso muito estranho.
eighth,She finished in eighth place in the race.,oitavo,Ela terminou em oitavo lugar na corrida.
notebook,I write my homework in my notebook.,caderno,Eu escrevo minha lição no meu caderno.
to outline,Let us outline our plan before we start.,esboçar,Vamos esboçar nosso plano antes de começar.
to gaze,She loved to gaze at the stars at night.,contemplar,Ela adorava contemplar as estrelas à noite.
attendance,His attendance at school this year is perfect.,presença,A presença dele na escola este ano é perfeita.
speculation,There is a lot of speculation about the ending.,especulação,Há muita especulação sobre o final.
to uncover,The detective tried to uncover the hidden truth.,descobrir,O detetive tentou descobrir a verdade escondida.
behalf,She spoke on behalf of her whole class.,nome,Ela falou em nome de toda a sua turma.
innovative,That is a very innovative idea for the project.,inovador,Essa é uma ideia muito inovadora para o projeto.
shark,The shark swam close to the boat.,tubarão,O tubarão nadou perto do barco.
to reward,The teacher will reward the students with a gift.,recompensar,A professora vai recompensar os alunos com um presente.
mill,The old mill used water to grind grain.,moinho,O velho moinho usava água para moer grãos.
installation,The installation of the new TV took one hour.,instalação,A instalação da televisão nova levou uma hora.
to stimulate,Music can stimulate your brain while you study.,estimular,A música pode estimular seu cérebro enquanto você estuda.
tag,Every item in the store has a price tag.,etiqueta,Todo item na loja tem uma etiqueta de preço.
vertical,Draw a vertical line from top to bottom.,vertical,Desenhe uma linha vertical de cima para baixo.
swimming,Swimming in the ocean is so much fun.,natação,Nadar no oceano é muito divertido.
fleet,The fleet of ships sailed across the sea.,frota,A frota de navios navegou pelo mar.
catalog,She looked through the catalog to find a gift.,catálogo,Ela folheou o catálogo para encontrar um presente.
outsider,He felt like an outsider on his first day.,forasteiro,Ele se sentiu um forasteiro no seu primeiro dia.
to sacrifice,She chose to sacrifice her free time to help.,sacrificar,Ela escolheu sacrificar seu tempo livre para ajudar.
desperately,He desperately wanted to find his lost puppy.,desesperadamente,Ele desesperadamente queria encontrar seu filhote perdido.
stance,She took a strong stance against bullying in school.,posição,Ela adotou uma posição forte contra o bullying na escola.
to compel,The story will compel you to keep reading.,obrigar,A história vai te obrigar a continuar lendo.
sensitivity,She has a sensitivity to very loud noises.,sensibilidade,Ela tem uma sensibilidade a barulhos muito altos.
someday,Someday I want to travel around the whole world.,algum dia,Algum dia quero viajar pelo mundo inteiro.
instant,That was an instant decision.,instante,Essa foi uma decisão instantânea.
debut,She made her debut on stage.,estreia,Ela fez sua estreia no palco.
to proclaim,The king will proclaim the news.,proclamar,O rei vai proclamar a notícia.
worldwide,The song became worldwide famous.,mundial,A música ficou mundialmente famosa.
to hike,We love to hike in the mountains.,caminhar,Adoramos caminhar nas montanhas.
required,A helmet is required here.,obrigatório,Um capacete é obrigatório aqui.
confrontation,The confrontation made everyone nervous.,confronto,O confronto deixou todos nervosos.
colorful,She wore a colorful dress today.,colorido,Ela usou um vestido colorido hoje.
ideal,This park is ideal for picnics.,ideal,Este parque é ideal para piqueniques.
constitution,Every country has a constitution.,constituição,Todo país tem uma constituição.
trainer,My trainer helps me exercise well.,treinador,Meu treinador me ajuda a exercitar bem.
Thanksgiving,Families eat together on Thanksgiving.,Ação de Graças,As famílias comem juntas no Ação de Graças.
scent,The flower has a lovely scent.,aroma,A flor tem um aroma adorável.
stack,There is a stack of books here.,pilha,Há uma pilha de livros aqui.
eyebrow,She raised one eyebrow in surprise.,sobrancelha,Ela levantou uma sobrancelha de surpresa.
sack,He carried a sack of potatoes.,saco,Ele carregou um saco de batatas.
to cease,The rain will cease by noon.,cessar,A chuva vai cessar ao meio-dia.
to inherit,She will inherit the old house.,herdar,Ela vai herdar a casa antiga.
tray,Put the cups on the tray.,bandeja,Coloque as xícaras na bandeja.
pioneer,He was a pioneer in science.,pioneiro,Ele foi um pioneiro na ciência.
organizational,Good organizational skills help at school.,organizacional,Boas habilidades organizacionais ajudam na escola.
textbook,Open your textbook to page ten.,livro didático,Abra seu livro didático na página dez.
uh,Uh; I forgot my homework today.,ã,Ã; esqueci meu dever de casa hoje.
nasty,That was a nasty fall outside.,horrível,Essa foi uma queda horrível lá fora.
to shrink,Wool can shrink in hot water.,encolher,A lã pode encolher em água quente.
to model,She wants to model pretty clothes.,modelar,Ela quer modelar roupas bonitas.
emerging,A new star is emerging today.,emergindo,Uma nova estrela está emergindo hoje.
dot,Put a dot at the end.,ponto,Coloque um ponto no final.
wheat,Bread is made from wheat flour.,trigo,O pão é feito de farinha de trigo.
fierce,The fierce dog scared the kids.,feroz,O cachorro feroz assustou as crianças.
to envision,Try to envision a better future.,imaginar,Tente imaginar um futuro melhor.
rational,She made a rational and calm choice.,racional,Ela fez uma escolha racional e calma.
kingdom,The princess lived in a big kingdom.,reino,A princesa vivia em um grande reino.
aisle,Walk down the aisle to your seat.,corredor,Ande pelo corredor até seu lugar.
to weaken,Too much sugar can weaken your teeth.,enfraquecer,Muito açúcar pode enfraquecer seus dentes.
protocol,Follow the protocol during the fire drill.,protocolo,Siga o protocolo durante o simulacro de incêndio.
exclusively,This room is exclusively for teachers.,exclusivamente,Esta sala é exclusivamente para professores.
vocal,She is very vocal in class.,vocal,Ela é muito vocal em sala de aula.
marketplace,We bought fruit at the marketplace.,mercado,Compramos frutas no mercado.
openly,He openly shared his feelings today.,abertamente,Ele compartilhou seus sentimentos abertamente hoje.
unfair,Losing because of a mistake is unfair.,injusto,Perder por causa de um erro é injusto.
terrain,The terrain was rocky and very hard.,terreno,O terreno era rochoso e muito difícil.
to deploy,The team will deploy the plan tomorrow.,implementar,A equipe vai implementar o plano amanhã.
risky,Climbing that tree is very risky.,arriscado,Subir naquela árvore é muito arriscado.
pasta,I love eating pasta for dinner.,macarrão,Adoro comer macarrão no jantar.
genre,My favorite genre is adventure books.,gênero,Meu gênero favorito é livros de aventura.
to distract,Loud noise can distract students in class.,distrair,Barulho alto pode distrair os alunos na aula.
merit,She won the prize on merit.,mérito,Ela ganhou o prêmio por mérito.
planner,Use a planner to organize your week.,agenda,Use uma agenda para organizar sua semana.
depressed,He felt depressed after losing the game.,deprimido,Ele se sentiu deprimido após perder o jogo.
chunk,I ate a big chunk of bread.,pedaço,Eu comi um grande pedaço de pão.
closest,She is my closest friend.,mais próxima,Ela é minha amiga mais próxima.
discount,I got a discount at the store.,desconto,Eu consegui um desconto na loja.
no,There is no milk left.,não,Não sobrou leite.
ladder,He climbed the ladder slowly.,escada,Ele subiu a escada devagar.
jungle,Many animals live in the jungle.,selva,Muitos animais vivem na selva.
migration,Bird migration happens every year.,migração,A migração de pássaros acontece todo ano.
breathing,Deep breathing helps you relax.,respiração,A respiração profunda ajuda a relaxar.
to invade,Ants invade our kitchen sometimes.,invadir,Formigas invadem nossa cozinha às vezes.
hurricane,The hurricane destroyed many houses.,furacão,O furacão destruiu muitas casas.
retailer,The retailer sells shoes and bags.,varejista,O varejista vende sapatos e bolsas.
to classify,We classify animals by their type.,classificar,Nós classificamos animais pelo seu tipo.
to wound,The thorns can wound your hand.,ferir,Os espinhos podem ferir sua mão.
coup,A coup changed the country's leader.,golpe,Um golpe mudou o líder do país.
to aid,Nurses aid sick people every day.,ajudar,Enfermeiras ajudam pessoas doentes todo dia.
ambassador,The ambassador visited our school.,embaixador,O embaixador visitou nossa escola.
density,Water has a higher density than oil.,densidade,A água tem maior densidade que o óleo.
supportive,My teacher is very supportive.,solidário,Meu professor é muito solidário.
curiosity,Curiosity helps us learn new things.,curiosidade,A curiosidade nos ajuda a aprender coisas novas.
to skip,Do not skip breakfast in the morning.,pular,Não pule o café da manhã.
aggression,Aggression is never the right answer.,agressão,A agressão nunca é a resposta certa.
stimulus,Sunlight is a stimulus for plants.,estímulo,A luz solar é um estímulo para as plantas.
journalism,She wants to study journalism.,jornalismo,Ela quer estudar jornalismo.
robot,The robot can move its arms.,robô,O robô consegue mover seus braços.
to flood,Heavy rain can flood the streets.,inundar,A chuva forte pode inundar as ruas.
to dip,She likes to dip bread in soup.,mergulhar,Ela gosta de mergulhar o pão na sopa.
likewise,He smiled; likewise she smiled back.,igualmente,Ele sorriu; igualmente ela sorriu de volta.
informal,We wore informal clothes to the party.,informal,Usamos roupas informais na festa.
Persian,The Persian cat has long soft fur.,persa,O gato persa tem pelo longo e macio.
feather,The bird lost a feather in the wind.,pena,O pássaro perdeu uma pena no vento.
sphere,A ball is shaped like a sphere.,esfera,Uma bola tem o formato de uma esfera.
to tighten,Please tighten the lid on the bottle.,apertar,Por favor aperte a tampa da garrafa.
to boast,It is rude to boast about your grades.,se gabar,É grosseiro se gabar das suas notas.
to pat,She loves to pat her dog.,acariciar,Ela adora acariciar seu cachorro.
perceived,He perceived a strange smell outside.,percebeu,Ele percebeu um cheiro estranho lá fora.
sole,This is the sole copy of the book.,único,Esta é a única cópia do livro.
publicity,The event got a lot of publicity.,publicidade,O evento recebeu muita publicidade.
major,Math is a major subject at school.,principal,Matemática é uma matéria principal na escola.
to unfold,The story began to unfold slowly.,se desenrolar,A história começou a se desenrolar devagar.
to joke,He likes to joke with his friends.,brincar,Ele gosta de brincar com seus amigos.
well-being,Sleep is important for your well-being.,bem-estar,O sono é importante para o seu bem-estar.
validity,Check the validity of your bus pass.,validade,Verifique a validade do seu passe de ônibus.
ecosystem,The forest is a complex ecosystem.,ecossistema,A floresta é um ecossistema complexo.
strictly,Phones are strictly forbidden in class.,estritamente,Celulares são estritamente proibidos na aula.
partial,She has a partial view of the stage.,parcial,Ela tem uma visão parcial do palco.
collar,The dog wore a red collar.,coleira,O cachorro usava uma coleira vermelha.
weed,He pulled the weed from the garden.,erva daninha,Ele arrancou a erva daninha do jardim.
compliance,Compliance with the rules is required.,cumprimento,O cumprimento das regras é necessário.
streak,She had a streak of good luck.,sequência,Ela teve uma sequência de boa sorte.
supposedly,He supposedly finished his homework.,supostamente,Ele supostamente terminou sua lição de casa.
added,She added sugar to the cake.,adicionou,Ela adicionou açúcar ao bolo.
builder,The builder made a big house.,construtor,O construtor fez uma casa grande.
glimpse,I got a glimpse of the cat.,vislumbre,Tive um vislumbre do gato.
premise,The premise of the story is simple.,premissa,A premissa da história é simples.
specialty,Pizza is his specialty.,especialidade,Pizza é a especialidade dele.
to deem,She deems this rule important.,considerar,Ela considera esta regra importante.
artifact,The museum has an old artifact.,artefato,O museu tem um artefato antigo.
to sneak,He tried to sneak out quietly.,se esgueirar,Ele tentou se esgueirar silenciosamente.
monkey,The monkey climbed the tall tree.,macaco,O macaco subiu na árvore alta.
mentor,My mentor taught me many things.,mentor,Meu mentor me ensinou muitas coisas.
two-thirds,She ate two-thirds of the cake.,dois terços,Ela comeu dois terços do bolo.
listener,She is a great listener.,ouvinte,Ela é uma ótima ouvinte.
lightning,The lightning lit up the sky.,relâmpago,O relâmpago iluminou o céu.
legally,You must legally follow the rules.,legalmente,Você deve seguir as regras legalmente.
sleeve,He wiped his face on his sleeve.,manga,Ele limpou o rosto na manga.
disappointment,Losing was a big disappointment.,decepção,Perder foi uma grande decepção.
to disturb,Please do not disturb the class.,perturbar,Por favor; não perturbe a aula.
rib,He broke a rib in the fall.,costela,Ele quebrou uma costela na queda.
excessive,Eating excessive candy is not healthy.,excessivo,Comer doce excessivo não é saudável.
high-tech,The lab has high-tech equipment.,alta tecnologia,O laboratório tem equipamento de alta tecnologia.
debris,After the storm; debris covered the street.,destroços,Após a tempestade; destroços cobriram a rua.
to pile,She began to pile the books up.,empilhar,Ela começou a empilhar os livros.
rod,He used a rod to fish.,vara,Ele usou uma vara para pescar.
logical,His answer was very logical.,lógico,A resposta dele foi muito lógica.
liberal,She has a liberal view on art.,liberal,Ela tem uma visão liberal sobre arte.
ash,Ash from the fire covered the ground.,cinza,Cinza do fogo cobriu o chão.
socially,He is socially kind to everyone.,socialmente,Ele é socialmente gentil com todos.
parish,The parish church is very old.,paróquia,A igreja da paróquia é muito antiga.
slavery,Slavery caused great suffering in history.,escravidão,A escravidão causou grande sofrimento na história.
blank,Leave the last line blank.,em branco,Deixe a última linha em branco.
commodity,Water is a valuable commodity.,mercadoria,A água é uma mercadoria valiosa.
cure,The doctor found a cure for it.,cura,O médico encontrou uma cura para isso.
mineral,Calcium is a mineral in milk.,mineral,O cálcio é um mineral do leite.
hunger,She felt hunger after the long walk.,fome,Ela sentiu fome após a longa caminhada.
dying,The plant is dying without water.,morrendo,A planta está morrendo sem água.
developmental,Reading helps with developmental skills.,desenvolvimental,A leitura ajuda nas habilidades desenvolvimentais.
faster,She runs faster than her brother.,mais rápido,Ela corre mais rápido que seu irmão.
to spare,Do you have a pen to spare?,poupar,Você tem uma caneta para poupar?
halfway,He stopped halfway through the race.,na metade,Ele parou na metade da corrida.
to cure,The medicine helped to cure his cold.,curar,O remédio ajudou a curar seu resfriado.
equality,Everyone deserves equality at school.,igualdade,Todos merecem igualdade na escola.
cemetery,The old cemetery is behind the church.,cemitério,O cemitério antigo fica atrás da igreja.
harassment,Harassment is never acceptable at school.,assédio,O assédio nunca é aceitável na escola.
deliberately,He deliberately left the door open.,deliberadamente,Ele deliberadamente deixou a porta aberta.
fame,The singer achieved fame very quickly.,fama,O cantor alcançou a fama muito rapidamente.
to regret,She began to regret her choice.,arrepender-se,Ela começou a se arrepender de sua escolha.
striking,The painting has a striking color.,impressionante,A pintura tem uma cor impressionante.
likelihood,There is a likelihood of rain today.,probabilidade,Há uma probabilidade de chuva hoje.
carrot,The rabbit ate the orange carrot.,cenoura,O coelho comeu a cenoura laranja.
atop,A flag stood atop the tall hill.,no topo,Uma bandeira ficava no topo da colina alta.
toll,The bridge has a toll to pay.,pedágio,A ponte tem um pedágio para pagar.
rim,The rim of the cup is broken.,borda,A borda do copo está quebrada.
embarrassed,She felt embarrassed in front of the class.,envergonhada,Ela se sentiu envergonhada na frente da turma.
fucking
to cling,The baby likes to cling to her mom.,se agarrar,O bebê gosta de se agarrar à mãe.
isolated,The small house was isolated in the forest.,isolada,A pequena casa estava isolada na floresta.
to blink,She forgot to blink while watching TV.,piscar,Ela esqueceu de piscar enquanto assistia TV.
suspicious,The dog looked suspicious at the stranger.,desconfiado,O cachorro olhou desconfiado para o estranho.
wheelchair,My uncle uses a wheelchair every day.,cadeira de rodas,Meu tio usa cadeira de rodas todo dia.
squad,Our squad won the soccer game today.,equipe,Nossa equipe ganhou o jogo de futebol hoje.
eligible,She is eligible to join the team.,elegível,Ela é elegível para entrar na equipe.
processor,The processor makes the computer run fast.,processador,O processador faz o computador funcionar rápido.
to plunge,He decided to plunge into the cold pool.,mergulhar,Ele decidiu mergulhar na piscina fria.
this,This book is very interesting to read.,este,Este livro é muito interessante de ler.
sponsor,The company will sponsor our school event.,patrocinador,A empresa vai patrocinar nosso evento escolar.
grin,He had a big grin on his face.,sorriso,Ele tinha um grande sorriso no rosto.
to color,She loves to color pictures in her book.,colorir,Ela adora colorir imagens no seu livro.
demographic,Our school has a young demographic of students.,demográfico,Nossa escola tem um grupo demográfico jovem de alunos.
to rain,It is going to rain this afternoon.,chover,Vai chover esta tarde.
chill,There is a chill in the air today.,frio,Há um frio no ar hoje.
refuge,The cave was a refuge from the storm.,refúgio,A caverna foi um refúgio da tempestade.
to steer,He learned to steer the boat carefully.,guiar,Ele aprendeu a guiar o barco com cuidado.
legislator,The legislator created a new law for schools.,legislador,O legislador criou uma nova lei para escolas.
rally,The team held a rally before the game.,comício,A equipe fez um comício antes do jogo.
programming,She enjoys programming games on her computer.,programação,Ela gosta de programação de jogos no computador.
to cheer,We cheer loudly for our favorite team.,torcer,Nós torcemos muito pela nossa equipe favorita.
outlet,He plugged the lamp into the outlet.,tomada,Ele ligou a lâmpada na tomada.
intact,The old vase arrived intact in the box.,intacto,O vaso antigo chegou intacto na caixa.
vendor,The vendor sold fresh fruit at the market.,vendedor,O vendedor vendia fruta fresca no mercado.
to thrive,Plants thrive when they get enough sunlight.,prosperar,As plantas prosperam quando recebem luz solar suficiente.
peanut,She ate a peanut butter sandwich for lunch.,amendoim,Ela comeu um sanduíche de pasta de amendoim no almoço.
to chew,Always chew your food slowly and carefully.,mastigar,Sempre mastige sua comida devagar e com cuidado.
elaborate,The teacher gave an elaborate explanation of math.,elaborado,A professora deu uma explicação elaborada de matemática.
intellectual,Reading is a great intellectual activity for kids.,intelectual,Ler é uma ótima atividade intelectual para crianças.
conception,The conception of this project was very creative.,concepção,A concepção deste projeto foi muito criativa.
auction,The old painting sold at an auction yesterday.,leilão,O quadro antigo foi vendido em um leilão ontem.
steak,My dad grilled a delicious steak for dinner.,bife,Meu pai grelheu um bife delicioso para o jantar.
to comply,Students must comply with the school rules.,cumprir,Os alunos devem cumprir as regras da escola.
triumph,Winning the race was a great triumph for her.,triunfo,Vencer a corrida foi um grande triunfo para ela.
shareholder,My aunt is a shareholder in that company.,acionista,Minha tia é acionista naquela empresa.
comparable,This phone is comparable to a much older model.,comparável,Este telefone é comparável a um modelo muito mais antigo.
to transport,Trucks transport food to stores every morning.,transportar,Caminhões transportam comida para lojas toda manhã.
conscience,His conscience told him to tell the truth.,consciência,Sua consciência disse a ele para falar a verdade.
calculation,She made a quick calculation on paper.,cálculo,Ela fez um cálculo rápido no papel.
considerably,The weather improved considerably after the rain.,consideravelmente,O tempo melhorou consideravelmente após a chuva.
interval,There is a short interval between the two classes.,intervalo,Há um curto intervalo entre as duas aulas.
to scratch,The cat likes to scratch the sofa.,arranhar,O gato gosta de arranhar o sofá.
awake,She was still awake at midnight reading.,acordada,Ela ainda estava acordada à meia-noite lendo.
jurisdiction,This law is under the city's jurisdiction.,jurisdição,Esta lei está sob a jurisdição da cidade.
inevitably,We inevitably make mistakes when we are learning.,inevitavelmente,Inevitavelmente cometemos erros quando estamos aprendendo.
feminist,A feminist believes everyone deserves equal rights.,feminista,Uma feminista acredita que todos merecem direitos iguais.
constraint,The rule was a constraint on her freedom.,restrição,A regra era uma restrição à sua liberdade.
emotionally,She was emotionally tired after the long day.,emocionalmente,Ela estava emocionalmente cansada após o longo dia.
expedition,The team went on an expedition to the jungle.,expedição,A equipe foi em uma expedição à selva.
allegedly,He allegedly took the cookie from the jar.,supostamente,Ele supostamente pegou o biscoito do pote.
to compromise,They decided to compromise and share the toy.,ceder,Eles decidiram ceder e compartilhar o brinquedo.
to strain,Do not strain your eyes reading in the dark.,forçar,Não force seus olhos lendo no escuro.
similarity,There is a similarity between the two sisters.,semelhança,Há uma semelhança entre as duas irmãs.
butt,The goat hit him with its butt.,traseiro,A cabra bateu nele com seu traseiro.
lid,Please put the lid back on the box.,tampa,Por favor coloque a tampa de volta na caixa.
dumb,It was a dumb idea to run in the rain.,bobo,Foi uma ideia boba correr na chuva.
bulk,She bought the bulk of the supplies yesterday.,maior parte,Ela comprou a maior parte dos suprimentos ontem.
to sprinkle,She likes to sprinkle sugar on her fruit.,polvilhar,Ela gosta de polvilhar açúcar na fruta.
mortality,The teacher explained that mortality means all things die.,mortalidade,A professora explicou que mortalidade significa que tudo morre.
philosophical,He asked a philosophical question about life.,filosófico,Ele fez uma pergunta filosófica sobre a vida.
conversion,The conversion of the old school took one year.,conversão,A conversão da velha escola levou um ano.
patron,The patron donated books to the school library.,patrono,O patrono doou livros para a biblioteca da escola.
municipal,The municipal park is clean and beautiful.,municipal,O parque municipal é limpo e bonito.
any,Do you have any questions about the lesson?,algum,Você tem alguma dúvida sobre a lição?
liver,The doctor said the liver is very important.,fígado,O médico disse que o fígado é muito importante.
harmony,The class sang together in perfect harmony.,harmonia,A turma cantou junta em perfeita harmonia.
solely,She was solely responsible for the school project.,somente,Ela foi somente responsável pelo projeto escolar.
tolerance,Tolerance means respecting people who are different.,tolerância,Tolerância significa respeitar pessoas que são diferentes.
instant,She felt instant happiness when she saw the puppy.,instantâneo,Ela sentiu uma felicidade instantânea ao ver o filhote.
goat,The goat ate the grass in the field.,cabra,A cabra comeu a grama no campo.
to arm,The knight began to arm himself for battle.,armar,O cavaleiro começou a se armar para a batalha.
blessing,Having good friends is a true blessing.,bênção,Ter bons amigos é uma verdadeira bênção.
banana,She ate a banana for breakfast this morning.,banana,Ela comeu uma banana no café da manhã hoje.
running,He loves running in the park every morning.,corrida,Ele adora corrida no parque toda manhã.
palace,The queen lives in a big beautiful palace.,palácio,A rainha vive em um palácio grande e bonito.
formerly,This building was formerly a school for children.,anteriormente,Este prédio era anteriormente uma escola para crianças.
peasant,The peasant worked hard on the farm all day.,camponês,O camponês trabalhou duro na fazenda o dia todo.
neat,Your room looks very neat and organized today.,arrumado,Seu quarto parece muito arrumado e organizado hoje.
grandparent,My grandparent tells the best stories at night.,avó,Minha avó conta as melhores histórias à noite.
lawmaker,The lawmaker created a new rule for the city.,legislador,O legislador criou uma nova regra para a cidade.
supermarket,We bought fruits and vegetables at the supermarket.,supermercado,Compramos frutas e legumes no supermercado.
cruise,They went on a cruise across the ocean.,cruzeiro,Eles foram em um cruzeiro pelo oceano.
mobile,She uses a mobile phone to call her mom.,celular,Ela usa um celular para ligar para sua mãe.
plain,He wore a plain white shirt to school.,simples,Ele usou uma camisa branca simples para a escola.
part,She played an important part in the school play.,parte,Ela teve uma parte importante na peça da escola.
calendar,He marked his birthday on the calendar.,calendário,Ele marcou seu aniversário no calendário.
widow,The widow missed her husband very much.,viúva,A viúva sentia muita saudade do marido.
deposit,She made a deposit at the bank after school.,depósito,Ela fez um depósito no banco depois da escola.
beard,My father has a long brown beard.,barba,Meu pai tem uma barba longa e marrom.
brake,Always use the brake before stopping your bike.,freio,Sempre use o freio antes de parar sua bicicleta.
downtown,We walked downtown to see the holiday lights.,centro,Caminhamos até o centro para ver as luzes de natal.
screening,The school held a screening of a fun movie.,exibição,A escola realizou uma exibição de um filme divertido.
impulse,He bought the toy on impulse at the store.,impulso,Ele comprou o brinquedo por impulso na loja.
to forbid,The teacher had to forbid talking during the test.,proibir,A professora teve que proibir conversa durante a prova.
fur,The cat has very soft and warm fur.,pelo,O gato tem um pelo muito macio e quente.
brutal,The storm was brutal and scary.,brutal,A tempestade foi brutal e assustadora.
predator,The lion is a predator in the wild.,predador,O leão é um predador na natureza.
to poke,Do not poke the dog with a stick.,cutucar,Não cutuque o cachorro com um graveto.
to opt,You can opt to read or draw.,optar,Você pode optar por ler ou desenhar.
voluntary,Helping was voluntary; nobody was forced.,voluntário,Ajudar foi voluntário; ninguém foi forçado.
to trouble,Problems can trouble your mind.,perturbar,Problemas podem perturbar sua mente.
valid,Your ticket is valid for today.,válido,Seu ingresso é válido para hoje.
forum,We talked at a school forum.,fórum,Conversamos em um fórum escolar.
dancing,She loves dancing at the party.,dançar,Ela adora dançar na festa.
happily,The children played happily in the park.,felizmente,As crianças brincaram felizmente no parque.
to soar,Eagles soar high in the sky.,planar,Águias planam alto no céu.
removal,The removal of the old tree took hours.,remoção,A remoção da árvore velha levou horas.
autonomy,Children need some autonomy to learn.,autonomia,As crianças precisam de alguma autonomia para aprender.
to enact,The school will enact a new rule.,promulgar,A escola vai promulgar uma nova regra.
to round,Please round the number to ten.,arredondar,Por favor arredonde o número para dez.
thread,She used a thread to sew the button.,fio,Ela usou um fio para costurar o botão.
light,The light in the room is bright.,luz,A luz no quarto é brilhante.
landmark,The big clock is a city landmark.,ponto de referência,O grande relógio é um ponto de referência da cidade.
unhappy,He was unhappy because he lost the game.,infeliz,Ele ficou infeliz porque perdeu o jogo.
offender,The offender had to apologize to everyone.,infrator,O infrator teve que pedir desculpas a todos.
coming,Spring is coming after the cold winter.,vindo,A primavera está vindo após o inverno frio.
privately,She spoke privately with her teacher.,em particular,Ela falou em particular com sua professora.
fraction,A fraction is part of a whole number.,fração,Uma fração é parte de um número inteiro.
distinctive,Her red hat is very distinctive.,distinto,Seu chapéu vermelho é muito distinto.
tourism,Tourism brings many visitors to our city.,turismo,O turismo traz muitos visitantes à nossa cidade.
threshold,He stood at the threshold of the door.,limiar,Ele ficou no limiar da porta.
calm,Stay calm during the test.,calmo,Fique calmo durante a prova.
routinely,She routinely brushes her teeth at night.,rotineiramente,Ela rotineiramente escova os dentes à noite.
suite,The family stayed in a hotel suite.,suíte,A família ficou em uma suíte de hotel.
to remark,The teacher will remark on your drawing.,comentar,A professora vai comentar sobre seu desenho.
regulator,A regulator checks that rules are followed.,regulador,Um regulador verifica que as regras são seguidas.
straw,He drank juice through a straw.,canudo,Ele bebeu suco com um canudo.
theological,The book has theological ideas about faith.,teológico,O livro tem ideias teológicas sobre fé.
apart,The two friends live far apart.,separados,Os dois amigos moram bem separados.
to exhaust,Running all day will exhaust you.,esgotar,Correr o dia todo vai esgotar você.
globe,We found Brazil on the globe.,globo,Encontramos o Brasil no globo.
fragile,Glass is fragile; handle it with care.,frágil,O vidro é frágil; manuseie com cuidado.
objection,She had an objection to the new rule.,objeção,Ela tinha uma objeção à nova regra.
chemistry,We learned about water in chemistry class.,química,Aprendemos sobre a água na aula de química.
old-fashioned,That dress style looks old-fashioned today.,antiquado,Esse estilo de vestido parece antiquado hoje.
crowded,The bus was very crowded this morning.,lotado,O ônibus estava muito lotado esta manhã.
to circle,Circle the correct answer on the page.,circular,Circule a resposta correta na página.
blast,The music was a blast at the party.,explosão,A música foi uma explosão na festa.
to prevail,Good ideas will prevail in the end.,prevalecer,Boas ideias vão prevalecer no final.
overnight,We stayed overnight at our grandma's house.,durante a noite,Ficamos durante a noite na casa da vovó.
denial,His denial surprised all of his friends.,negação,Sua negação surpreendeu todos os seus amigos.
rental,The rental bike was red and fast.,aluguel,A bicicleta de aluguel era vermelha e rápida.
fantastic,The show last night was fantastic.,fantástico,O show de ontem à noite foi fantástico.
fragment,A fragment of the vase fell on the floor.,fragmento,Um fragmento do vaso caiu no chão.
level,This game has a very hard level.,nível,Este jogo tem um nível muito difícil.
to screw,I need to screw this bolt tight.,parafusar,Eu preciso parafusar este parafuso com força.
warmth,The warmth of the sun feels good.,calor,O calor do sol é bom.
undergraduate,My sister is an undergraduate student.,estudante universitário,Minha irmã é uma estudante universitária.
liquid,Water is a liquid.,líquido,A água é um líquido.
headache,I have a bad headache today.,dor de cabeça,Eu tenho uma forte dor de cabeça hoje.
policeman,The policeman helps people in the street.,policial,O policial ajuda as pessoas na rua.
yield,The farmer gets a good yield this year.,colheita,O fazendeiro tem uma boa colheita este ano.
projection,The projection on the wall was colorful.,projeção,A projeção na parede era colorida.
to battle,The heroes battle the monsters in the story.,batalhar,Os heróis batalham contra os monstros na história.
suitable,This book is suitable for children.,adequado,Este livro é adequado para crianças.
mention,Did you mention my name to the teacher?,mencionar,Você mencionou meu nome para a professora?
graduation,My brother is happy about his graduation.,formatura,Meu irmão está feliz com sua formatura.
to drill,The worker needs to drill a hole here.,perfurar,O trabalhador precisa perfurar um buraco aqui.
cruel,It is cruel to hurt animals.,cruel,É cruel machucar animais.
mansion,The king lived in a big mansion.,mansão,O rei vivia em uma grande mansão.
regard,I have great regard for my teacher.,respeito,Tenho muito respeito pela minha professora.
grape,I ate one sweet grape.,uva,Eu comi uma uva doce.
to authorize,Only the director can authorize this visit.,autorizar,Somente o diretor pode autorizar esta visita.
cottage,We stayed in a small cottage in the forest.,chalé,Ficamos em um pequeno chalé na floresta.
